split,stem,image_path,object_count,varroa_count,has_any_object,has_varroa,has_zero_varroa,is_empty_label_file,has_invalid_yolo_row
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6727-5700-1_png_jpg.rf.69da5468a42f86342d641d8c663f7289,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6727-5700-1_png_jpg.rf.69da5468a42f86342d641d8c663f7289.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6727-5700-1_png_jpg.rf.9c6dfdc2341d7f6ed68acc93072ff130,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6727-5700-1_png_jpg.rf.9c6dfdc2341d7f6ed68acc93072ff130.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6727-5700-1_png_jpg.rf.a04be4f4a37807afb73ea24908aee29a,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6727-5700-1_png_jpg.rf.a04be4f4a37807afb73ea24908aee29a.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6727-5700-1_png_jpg.rf.d633604184234a9c2988c268063c8d93,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6727-5700-1_png_jpg.rf.d633604184234a9c2988c268063c8d93.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6728-5835-1_png_jpg.rf.747a071fec040216a4ac915bf175bcc5,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6728-5835-1_png_jpg.rf.747a071fec040216a4ac915bf175bcc5.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6728-5835-1_png_jpg.rf.9d742ec2271af1c684e195faf12b458a,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6728-5835-1_png_jpg.rf.9d742ec2271af1c684e195faf12b458a.jpg,0,0,False,False,True,True,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6728-5835-1_png_jpg.rf.bcecf76489f42043e5a78724f5e0691f,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6728-5835-1_png_jpg.rf.bcecf76489f42043e5a78724f5e0691f.jpg,0,0,False,False,True,True,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6728-5835-1_png_jpg.rf.bed1cb9cf3a60f547a7d6c8e1e23658a,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6728-5835-1_png_jpg.rf.bed1cb9cf3a60f547a7d6c8e1e23658a.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6729-5880-1_png_jpg.rf.58767b058bab29fd6425f3d15979bafd,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6729-5880-1_png_jpg.rf.58767b058bab29fd6425f3d15979bafd.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6729-5880-1_png_jpg.rf.641b16d83d4ecd71ec7440c8c3a34bf1,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6729-5880-1_png_jpg.rf.641b16d83d4ecd71ec7440c8c3a34bf1.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6729-5880-1_png_jpg.rf.a2f8a6304cd042a927a0924bc66c9137,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6729-5880-1_png_jpg.rf.a2f8a6304cd042a927a0924bc66c9137.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6729-5880-1_png_jpg.rf.b634c113710d75f5efa11c29ab1d0bc2,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6729-5880-1_png_jpg.rf.b634c113710d75f5efa11c29ab1d0bc2.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6730-7005-1_png_jpg.rf.270825f7225de0c6223a14b97da07654,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6730-7005-1_png_jpg.rf.270825f7225de0c6223a14b97da07654.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6730-7005-1_png_jpg.rf.5308c2a64c05bb0a4c0b0726aa70fffb,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6730-7005-1_png_jpg.rf.5308c2a64c05bb0a4c0b0726aa70fffb.jpg,0,0,False,False,True,True,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6730-7005-1_png_jpg.rf.5bfaaa88f7e4b6d3c1d2080721a90046,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6730-7005-1_png_jpg.rf.5bfaaa88f7e4b6d3c1d2080721a90046.jpg,0,0,False,False,True,True,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6730-7005-1_png_jpg.rf.fc27d626110fc64178b16cc519e02a6e,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6730-7005-1_png_jpg.rf.fc27d626110fc64178b16cc519e02a6e.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6731-7050-1_png_jpg.rf.3081b3a9fcb9e2ee615c39f0a69eeaad,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6731-7050-1_png_jpg.rf.3081b3a9fcb9e2ee615c39f0a69eeaad.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6731-7050-1_png_jpg.rf.67c3774ffcf85df4d66829ea8e695974,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6731-7050-1_png_jpg.rf.67c3774ffcf85df4d66829ea8e695974.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6731-7050-1_png_jpg.rf.898ecf03bc14fb435c21dc39a7997c7b,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6731-7050-1_png_jpg.rf.898ecf03bc14fb435c21dc39a7997c7b.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6731-7050-1_png_jpg.rf.8a7cfa0d49703b331530b9ecf1bd89d0,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6731-7050-1_png_jpg.rf.8a7cfa0d49703b331530b9ecf1bd89d0.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6733-10020-1_png_jpg.rf.3a7e1d0dd83d4ef643518ff0265887c6,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6733-10020-1_png_jpg.rf.3a7e1d0dd83d4ef643518ff0265887c6.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6733-10020-1_png_jpg.rf.4e4dcd2a2c5238314d545787411d9bff,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6733-10020-1_png_jpg.rf.4e4dcd2a2c5238314d545787411d9bff.jpg,0,0,False,False,True,True,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6733-10020-1_png_jpg.rf.914ba9140f874e28da0bf4279b5bd671,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6733-10020-1_png_jpg.rf.914ba9140f874e28da0bf4279b5bd671.jpg,0,0,False,False,True,True,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6733-10020-1_png_jpg.rf.ca4cf1fb5f031f4e09d8712b81509a80,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6733-10020-1_png_jpg.rf.ca4cf1fb5f031f4e09d8712b81509a80.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6736-10635-1_png_jpg.rf.2f2262693d9615f87ac01f3e6173337b,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6736-10635-1_png_jpg.rf.2f2262693d9615f87ac01f3e6173337b.jpg,0,0,False,False,True,True,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6736-10635-1_png_jpg.rf.9659c57bd36f21bb641f90e031fcf96c,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6736-10635-1_png_jpg.rf.9659c57bd36f21bb641f90e031fcf96c.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6736-10635-1_png_jpg.rf.d156d074217f87d6235eb17208867b6a,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6736-10635-1_png_jpg.rf.d156d074217f87d6235eb17208867b6a.jpg,0,0,False,False,True,True,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6736-10635-1_png_jpg.rf.e809c7ba88410aa2edc78d0d90cb1958,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6736-10635-1_png_jpg.rf.e809c7ba88410aa2edc78d0d90cb1958.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6743-11040-1_png_jpg.rf.799434ad374649f95ce8c5a85affe8e5,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6743-11040-1_png_jpg.rf.799434ad374649f95ce8c5a85affe8e5.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6743-11040-1_png_jpg.rf.83c5413fdd338de8d4a990e01ace9e30,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6743-11040-1_png_jpg.rf.83c5413fdd338de8d4a990e01ace9e30.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6743-11040-1_png_jpg.rf.9e9aa7341cde03be4e1b0dd2759c1a90,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6743-11040-1_png_jpg.rf.9e9aa7341cde03be4e1b0dd2759c1a90.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6743-11040-1_png_jpg.rf.aab7df75bb28e7179fb53667f53c5b37,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6743-11040-1_png_jpg.rf.aab7df75bb28e7179fb53667f53c5b37.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6747-11145-1_png_jpg.rf.19adf986b379d1555c9c05d5b1e06724,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6747-11145-1_png_jpg.rf.19adf986b379d1555c9c05d5b1e06724.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6747-11145-1_png_jpg.rf.8dccea771a1f88800e47e05f18a24bd8,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6747-11145-1_png_jpg.rf.8dccea771a1f88800e47e05f18a24bd8.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6747-11145-1_png_jpg.rf.b04151018c6c265f96a9cd0285b73221,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6747-11145-1_png_jpg.rf.b04151018c6c265f96a9cd0285b73221.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6747-11145-1_png_jpg.rf.d1e5ce5395d06c07b83a171ba534aa4a,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6747-11145-1_png_jpg.rf.d1e5ce5395d06c07b83a171ba534aa4a.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6764-12450-1_png_jpg.rf.085336d83aece50284777f5371d926b7,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6764-12450-1_png_jpg.rf.085336d83aece50284777f5371d926b7.jpg,0,0,False,False,True,True,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6764-12450-1_png_jpg.rf.8a598363e7d809cc6e54e11357a73872,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6764-12450-1_png_jpg.rf.8a598363e7d809cc6e54e11357a73872.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6764-12450-1_png_jpg.rf.9025225d7fcf2ea01dc3cb4d1b23577e,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6764-12450-1_png_jpg.rf.9025225d7fcf2ea01dc3cb4d1b23577e.jpg,0,0,False,False,True,True,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6764-12450-1_png_jpg.rf.f518c861ba0f4601b8d6fb0473357945,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6764-12450-1_png_jpg.rf.f518c861ba0f4601b8d6fb0473357945.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6768-12495-1_png_jpg.rf.0473a0dc5955ee329be73b5ed609ec2a,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6768-12495-1_png_jpg.rf.0473a0dc5955ee329be73b5ed609ec2a.jpg,0,0,False,False,True,True,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6768-12495-1_png_jpg.rf.7c57ddc9bd6706294e6201878bd670c4,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6768-12495-1_png_jpg.rf.7c57ddc9bd6706294e6201878bd670c4.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6768-12495-1_png_jpg.rf.8241b58ae09aa49b88663b130303e57d,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6768-12495-1_png_jpg.rf.8241b58ae09aa49b88663b130303e57d.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6768-12495-1_png_jpg.rf.a80bf20473e0632fc958fc7a09f65d3d,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6768-12495-1_png_jpg.rf.a80bf20473e0632fc958fc7a09f65d3d.jpg,0,0,False,False,True,True,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6770-12525-1_png_jpg.rf.10fc9b9607d6ce5b494159421e838572,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6770-12525-1_png_jpg.rf.10fc9b9607d6ce5b494159421e838572.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6770-12525-1_png_jpg.rf.43cb03501bba2e4617e55555ab0833d8,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6770-12525-1_png_jpg.rf.43cb03501bba2e4617e55555ab0833d8.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6770-12525-1_png_jpg.rf.a63158f79404679ef62e2afaededa648,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6770-12525-1_png_jpg.rf.a63158f79404679ef62e2afaededa648.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6770-12525-1_png_jpg.rf.dfc66e77de5f4e56eef24e803a1fff8a,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6770-12525-1_png_jpg.rf.dfc66e77de5f4e56eef24e803a1fff8a.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6771-12555-1_png_jpg.rf.09032f462d286b878fed0609f06b533f,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6771-12555-1_png_jpg.rf.09032f462d286b878fed0609f06b533f.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6771-12555-1_png_jpg.rf.4ed4be63ed5e861438d8b096f6e66683,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6771-12555-1_png_jpg.rf.4ed4be63ed5e861438d8b096f6e66683.jpg,1,1,True,True,False,False,False
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6771-12555-1_png_jpg.rf.51ac739afded0f29381d8d89b1e635ee,data/raw/dataset2_honeybee/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6771-12555-1_png_jpg.rf.51ac739afded0f29381d8d89b1e635ee.jpg,1,1,True,True,False,False,False
