split,stem,label_path,label_size_bytes,issue
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6728-5835-1_png_jpg.rf.9d742ec2271af1c684e195faf12b458a,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6728-5835-1_png_jpg.rf.9d742ec2271af1c684e195faf12b458a.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6728-5835-1_png_jpg.rf.bcecf76489f42043e5a78724f5e0691f,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6728-5835-1_png_jpg.rf.bcecf76489f42043e5a78724f5e0691f.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6730-7005-1_png_jpg.rf.5308c2a64c05bb0a4c0b0726aa70fffb,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6730-7005-1_png_jpg.rf.5308c2a64c05bb0a4c0b0726aa70fffb.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6730-7005-1_png_jpg.rf.5bfaaa88f7e4b6d3c1d2080721a90046,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6730-7005-1_png_jpg.rf.5bfaaa88f7e4b6d3c1d2080721a90046.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6733-10020-1_png_jpg.rf.4e4dcd2a2c5238314d545787411d9bff,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6733-10020-1_png_jpg.rf.4e4dcd2a2c5238314d545787411d9bff.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6733-10020-1_png_jpg.rf.914ba9140f874e28da0bf4279b5bd671,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6733-10020-1_png_jpg.rf.914ba9140f874e28da0bf4279b5bd671.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6736-10635-1_png_jpg.rf.2f2262693d9615f87ac01f3e6173337b,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6736-10635-1_png_jpg.rf.2f2262693d9615f87ac01f3e6173337b.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6736-10635-1_png_jpg.rf.d156d074217f87d6235eb17208867b6a,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6736-10635-1_png_jpg.rf.d156d074217f87d6235eb17208867b6a.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6764-12450-1_png_jpg.rf.085336d83aece50284777f5371d926b7,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6764-12450-1_png_jpg.rf.085336d83aece50284777f5371d926b7.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6764-12450-1_png_jpg.rf.9025225d7fcf2ea01dc3cb4d1b23577e,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6764-12450-1_png_jpg.rf.9025225d7fcf2ea01dc3cb4d1b23577e.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6768-12495-1_png_jpg.rf.0473a0dc5955ee329be73b5ed609ec2a,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6768-12495-1_png_jpg.rf.0473a0dc5955ee329be73b5ed609ec2a.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6768-12495-1_png_jpg.rf.a80bf20473e0632fc958fc7a09f65d3d,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6768-12495-1_png_jpg.rf.a80bf20473e0632fc958fc7a09f65d3d.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6778-13290-1_png_jpg.rf.703fb1ae4974f8293e53984c8e9e4ccd,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6778-13290-1_png_jpg.rf.703fb1ae4974f8293e53984c8e9e4ccd.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6778-13290-1_png_jpg.rf.7c0cbbbbf694814a3e22088387e2ec1e,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6778-13290-1_png_jpg.rf.7c0cbbbbf694814a3e22088387e2ec1e.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6779-13305-1_png_jpg.rf.7287e03fc755cd5e6201209a49d2cd24,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6779-13305-1_png_jpg.rf.7287e03fc755cd5e6201209a49d2cd24.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6779-13305-1_png_jpg.rf.b57786e87188950d4ea313cd8942a1f0,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6779-13305-1_png_jpg.rf.b57786e87188950d4ea313cd8942a1f0.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6780-13320-1_png_jpg.rf.25609a3fcbef828a1f0e75694ffd26b5,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6780-13320-1_png_jpg.rf.25609a3fcbef828a1f0e75694ffd26b5.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6780-13320-1_png_jpg.rf.8084cd2d207c4e74f77fb16aba4a7dcf,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6780-13320-1_png_jpg.rf.8084cd2d207c4e74f77fb16aba4a7dcf.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6781-13335-1_png_jpg.rf.4ef80f6d8e934a243325e26ded0a3540,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6781-13335-1_png_jpg.rf.4ef80f6d8e934a243325e26ded0a3540.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6781-13335-1_png_jpg.rf.90f4307113a2e482ef2b913ceef8a0d1,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6781-13335-1_png_jpg.rf.90f4307113a2e482ef2b913ceef8a0d1.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6782-13440-1_png_jpg.rf.c5fe21c23ad531f1d55e3e6f410f826e,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6782-13440-1_png_jpg.rf.c5fe21c23ad531f1d55e3e6f410f826e.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6782-13440-1_png_jpg.rf.db412cf50057f1475eb5ab8a6cb7f1fe,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6782-13440-1_png_jpg.rf.db412cf50057f1475eb5ab8a6cb7f1fe.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6791-13845-1_png_jpg.rf.2af4e62dbe72cf679f58e44f2a71b675,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6791-13845-1_png_jpg.rf.2af4e62dbe72cf679f58e44f2a71b675.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6791-13845-1_png_jpg.rf.8a45b7d2fcbf718c64906ca27cb6635d,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6791-13845-1_png_jpg.rf.8a45b7d2fcbf718c64906ca27cb6635d.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6794-13905-1_png_jpg.rf.3411dacfe87a1ef500a14fcf62c37ef7,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6794-13905-1_png_jpg.rf.3411dacfe87a1ef500a14fcf62c37ef7.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6794-13905-1_png_jpg.rf.e1269c9ba1a9b090148742b44c0780eb,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6794-13905-1_png_jpg.rf.e1269c9ba1a9b090148742b44c0780eb.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6800-14205-1_png_jpg.rf.948bef7ce72ddb5aa4875dbec49a52c0,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6800-14205-1_png_jpg.rf.948bef7ce72ddb5aa4875dbec49a52c0.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6800-14205-1_png_jpg.rf.a30c844be896c20a5c846efc4b51d666,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6800-14205-1_png_jpg.rf.a30c844be896c20a5c846efc4b51d666.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6801-14265-1_png_jpg.rf.6d0bdfe9e3640103f1351dad24bf6776,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6801-14265-1_png_jpg.rf.6d0bdfe9e3640103f1351dad24bf6776.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6801-14265-1_png_jpg.rf.da63f3eb643d4d1323bc4f676beb66bc,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6801-14265-1_png_jpg.rf.da63f3eb643d4d1323bc4f676beb66bc.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6806-14445-1_png_jpg.rf.15d10e2875963f8e90e5776083808c33,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6806-14445-1_png_jpg.rf.15d10e2875963f8e90e5776083808c33.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6806-14445-1_png_jpg.rf.d0d216528987bb734d6b9898f2844e64,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6806-14445-1_png_jpg.rf.d0d216528987bb734d6b9898f2844e64.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6807-14460-1_png_jpg.rf.410ec3002ea3f8c3f8aac610316f719e,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6807-14460-1_png_jpg.rf.410ec3002ea3f8c3f8aac610316f719e.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6807-14460-1_png_jpg.rf.7abe138c8ae9138613c63ad56c6007d4,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6807-14460-1_png_jpg.rf.7abe138c8ae9138613c63ad56c6007d4.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6822-14910-1_png_jpg.rf.238bb47fb246e5acfd54a3a703ba7547,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6822-14910-1_png_jpg.rf.238bb47fb246e5acfd54a3a703ba7547.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6822-14910-1_png_jpg.rf.c849f320b2eb884f0653842eaf5a5d3f,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6822-14910-1_png_jpg.rf.c849f320b2eb884f0653842eaf5a5d3f.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6823-14940-1_png_jpg.rf.7eb4115ea30190bccaa16e52512cefdc,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6823-14940-1_png_jpg.rf.7eb4115ea30190bccaa16e52512cefdc.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6823-14940-1_png_jpg.rf.856a720448c5422acf91e754fc650441,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6823-14940-1_png_jpg.rf.856a720448c5422acf91e754fc650441.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6832-15300-1_png_jpg.rf.47f68aec0946271dae4f2cdd0ab9d788,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6832-15300-1_png_jpg.rf.47f68aec0946271dae4f2cdd0ab9d788.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6832-15300-1_png_jpg.rf.f4f96144ff7e8709eba3ed285cfd2caa,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6832-15300-1_png_jpg.rf.f4f96144ff7e8709eba3ed285cfd2caa.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6833-15315-1_png_jpg.rf.8fbbb438c578e70db5e14827fcdda908,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6833-15315-1_png_jpg.rf.8fbbb438c578e70db5e14827fcdda908.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6833-15315-1_png_jpg.rf.90263c8d6f9b7efa2c1a5f07425e91a5,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6833-15315-1_png_jpg.rf.90263c8d6f9b7efa2c1a5f07425e91a5.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6834-15345-1_png_jpg.rf.ed129e723e347dd5ebb4c7dccec0a6d5,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6834-15345-1_png_jpg.rf.ed129e723e347dd5ebb4c7dccec0a6d5.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6834-15345-1_png_jpg.rf.f0a9065db649f690315cc8c337104437,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6834-15345-1_png_jpg.rf.f0a9065db649f690315cc8c337104437.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6838-15420-1_png_jpg.rf.42053c8416554119ea68948b8e02cb83,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6838-15420-1_png_jpg.rf.42053c8416554119ea68948b8e02cb83.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6838-15420-1_png_jpg.rf.6b74d79235d6737768bc8252ee05470a,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6838-15420-1_png_jpg.rf.6b74d79235d6737768bc8252ee05470a.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6839-15450-1_png_jpg.rf.89f048dda326b50f2cb8732ec0bdbe3b,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6839-15450-1_png_jpg.rf.89f048dda326b50f2cb8732ec0bdbe3b.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6843-15735-1_png_jpg.rf.1b736db9ff3813c53b15cbe36d2b1413,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6843-15735-1_png_jpg.rf.1b736db9ff3813c53b15cbe36d2b1413.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6843-15735-1_png_jpg.rf.b8c9a3c815bb469d62a0d218d1937bee,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6843-15735-1_png_jpg.rf.b8c9a3c815bb469d62a0d218d1937bee.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6845-15750-1_png_jpg.rf.ac2ce15d3ac9fa7047a8b63eef21c37f,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6845-15750-1_png_jpg.rf.ac2ce15d3ac9fa7047a8b63eef21c37f.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6845-15750-1_png_jpg.rf.f6b7b63fb430ed0eb4f1e401b9d6c4b7,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6845-15750-1_png_jpg.rf.f6b7b63fb430ed0eb4f1e401b9d6c4b7.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6847-15765-1_png_jpg.rf.03c96cc13b8de128d32479ea59697475,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6847-15765-1_png_jpg.rf.03c96cc13b8de128d32479ea59697475.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6847-15765-1_png_jpg.rf.0d54b2aaf2bd12e877d41d292f000559,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6847-15765-1_png_jpg.rf.0d54b2aaf2bd12e877d41d292f000559.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6855-16080-1_png_jpg.rf.9a06720e95829ff3ed496c06b351b08c,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6855-16080-1_png_jpg.rf.9a06720e95829ff3ed496c06b351b08c.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6855-16080-1_png_jpg.rf.ee52711876b7868b21e9f9a2e7fd0b09,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6855-16080-1_png_jpg.rf.ee52711876b7868b21e9f9a2e7fd0b09.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6857-16125-1_png_jpg.rf.57ecc52ea08ea7c0eb96dbf4b82018e6,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6857-16125-1_png_jpg.rf.57ecc52ea08ea7c0eb96dbf4b82018e6.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6857-16125-1_png_jpg.rf.8cddf91c1cc68cf6ed456841176b36d9,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6857-16125-1_png_jpg.rf.8cddf91c1cc68cf6ed456841176b36d9.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6862-16290-1_png_jpg.rf.bb5fcfd2beb247852cc7edb64e863bfa,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6862-16290-1_png_jpg.rf.bb5fcfd2beb247852cc7edb64e863bfa.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6862-16290-1_png_jpg.rf.d2d7cd6b023df237f2988a28669cef8d,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6862-16290-1_png_jpg.rf.d2d7cd6b023df237f2988a28669cef8d.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6866-16470-1_png_jpg.rf.728605e52da5792cf8a482e15616ede9,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6866-16470-1_png_jpg.rf.728605e52da5792cf8a482e15616ede9.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6866-16470-1_png_jpg.rf.c129a5d161f0929d00b9af0558011fd2,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6866-16470-1_png_jpg.rf.c129a5d161f0929d00b9af0558011fd2.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6870-16635-1_png_jpg.rf.d298ffc2826f335667f521f97dcf4ea9,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6870-16635-1_png_jpg.rf.d298ffc2826f335667f521f97dcf4ea9.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6870-16635-1_png_jpg.rf.f4aa3e15abc9014e8c4e2ffd65d66cab,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6870-16635-1_png_jpg.rf.f4aa3e15abc9014e8c4e2ffd65d66cab.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6871-16710-1_png_jpg.rf.b0ad06db69f62dd5d2c4d45c4a2593fe,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6871-16710-1_png_jpg.rf.b0ad06db69f62dd5d2c4d45c4a2593fe.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6871-16710-1_png_jpg.rf.d89f868d843a786cb55f40acb92abca4,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6871-16710-1_png_jpg.rf.d89f868d843a786cb55f40acb92abca4.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6883-18375-1_png_jpg.rf.bd288e607a1f04b00c3e149444ffc0de,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6883-18375-1_png_jpg.rf.bd288e607a1f04b00c3e149444ffc0de.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6883-18375-1_png_jpg.rf.dab080405d888f1e5edb1a80258d7512,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6883-18375-1_png_jpg.rf.dab080405d888f1e5edb1a80258d7512.txt,0,empty_label_file
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6892-18870-1_png_jpg.rf.991b20800ef3525a3a1f001e7c4b684a,data/raw/dataset2_honeybee/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6892-18870-1_png_jpg.rf.991b20800ef3525a3a1f001e7c4b684a.txt,0,empty_label_file
