dataset_name,split,patch_size,patch_type,source_image_path,figure_path
dataset1_varroa,train,80,positive,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_3998-33150-1_png.rf.27ce384c59d6a1f454071d63cd020b8e.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_positive.png
dataset1_varroa,train,80,center_negative,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_5947-87705-1_png.rf.5f29eb02629bd91c9caf0b9e0127f5cd.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_center_negative.png
dataset1_varroa,train,80,center_negative,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_5271-68400-1_png.rf.722df5ce04c4c78749448e11424f74e4.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_center_negative.png
dataset1_varroa,train,80,center_negative,data/raw/dataset1_varroa/train/images/2017-08-30_15-42-59-mp4-bee_id_10607-82245-1_png.rf.5dd4b5fe42efb420f5fbeabcde72f673.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_center_negative.png
dataset1_varroa,train,80,center_negative,data/raw/dataset1_varroa/train/images/2017-08-30_15-42-59-mp4-bee_id_11011-102345-1_png.rf.8fc5a81ced795921ac4f06ad1be7da74.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_center_negative.png
dataset1_varroa,train,80,center_negative,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_5307-69585-1_png.rf.e0b1dde0185a71beb98ed407e9d751c2.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_center_negative.png
dataset1_varroa,train,80,center_negative,data/raw/dataset1_varroa/train/images/2017-09-25_16-03-38-mp4-bee_id_662-24645-1_png.rf.a2fbee552877908f36e134d9b2a2f102.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_center_negative.png
dataset1_varroa,train,80,center_negative,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_6320-97980-1_png.rf.28250f1911c665900180b495d7330be6.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_center_negative.png
dataset1_varroa,train,80,center_negative,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_6168-93795-1_png.rf.540db53da4bc39b1ad7ba06885df6d8c.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_center_negative.png
dataset1_varroa,train,80,center_negative,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_4239-39405-1_png.rf.377b0ff8b9cd0ab5815eea15caca4a6b.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_center_negative.png
dataset1_varroa,train,80,center_negative,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_5590-77865-1_png.rf.7fbbc6f013f41462a0d40545266a4aed.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_center_negative.png
dataset1_varroa,train,80,center_negative,data/raw/dataset1_varroa/train/images/2017-08-30_15-42-59-mp4-bee_id_11025-102675-1_png.rf.5aa541cdd6cac94d2c2df3fa0134cd0c.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_center_negative.png
dataset1_varroa,train,80,center_negative,data/raw/dataset1_varroa/train/images/2017-08-30_15-42-59-mp4-bee_id_11100-105360-1_png.rf.52b8dc1f85ddb0177b3c12543aa959ce.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_center_negative.png
dataset1_varroa,train,80,mixed_negative,data/raw/dataset1_varroa/train/images/2017-08-30_15-42-59-mp4-bee_id_9971-53805-1_png.rf.11cd375c7ffec59a19e804ddd73af992.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_mixed_negative.png
dataset1_varroa,train,80,mixed_negative,data/raw/dataset1_varroa/train/images/2017-09-25_16-03-38-mp4-bee_id_844-29520-1_png.rf.220c04b7a042532c0e5678d6c7234ad4.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_mixed_negative.png
dataset1_varroa,train,80,mixed_negative,data/raw/dataset1_varroa/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6942-21060-1_png.rf.65106d55c07d2ad0f4dfdb4b62424682.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_mixed_negative.png
dataset1_varroa,train,80,mixed_negative,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_6026-89985-1_png.rf.a3a9d3ef4a3594556d3f819f838affcb.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_mixed_negative.png
dataset1_varroa,train,80,mixed_negative,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_5637-79020-1_png.rf.1ea04bd1baa5b7b06a8bec1717dab261.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_mixed_negative.png
dataset1_varroa,train,80,mixed_negative,data/raw/dataset1_varroa/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_7019-23520-1_png.rf.a961e727796b45a61af45f92b1c9a67f.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_mixed_negative.png
dataset1_varroa,train,80,mixed_negative,data/raw/dataset1_varroa/train/images/2017-09-25_16-03-38-mp4-bee_id_816-28785-1_png.rf.0c9007f5b1be185cac2bb5dfbec21bf0.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_mixed_negative.png
dataset1_varroa,train,80,mixed_negative,data/raw/dataset1_varroa/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6844-15750-1_png.rf.e657ddbfea7fcaf492fd5a9bda3b30bd.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_mixed_negative.png
dataset1_varroa,train,80,mixed_negative,data/raw/dataset1_varroa/train/images/2017-09-25_16-03-38-mp4-bee_id_878-30540-1_png.rf.05242087edd5aef89b675ad3a57cb1b4.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_mixed_negative.png
dataset1_varroa,train,80,mixed_negative,data/raw/dataset1_varroa/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6996-22605-1_png.rf.fdc9f6ef92bd94dd12c43ea2ba4c28b3.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_mixed_negative.png
dataset1_varroa,train,80,mixed_negative,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_4888-58020-1_png.rf.0dff8cb12e9f17ea28919a4ac6c2c0e7.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_mixed_negative.png
dataset1_varroa,train,80,mixed_negative,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_5700-80715-1_png.rf.78158baed6415ea86c598054359b9f59.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_mixed_negative.png
dataset1_varroa,train,80,outer_negative,data/raw/dataset1_varroa/train/images/2017-09-25_16-03-38-mp4-bee_id_628-23295-1_png.rf.6937980827c984f25b0c6301ec3d189a.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_outer_negative.png
dataset1_varroa,train,80,outer_negative,data/raw/dataset1_varroa/train/images/2017-08-30_15-42-59-mp4-bee_id_10743-87300-1_png.rf.797f3ba614cfeb2737b77d269b9b5925.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_outer_negative.png
dataset1_varroa,train,80,outer_negative,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_6505-102795-1_png.rf.ddae0e853f7213e41ca0a0a2a800dc49.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_outer_negative.png
dataset1_varroa,train,80,outer_negative,data/raw/dataset1_varroa/train/images/2017-08-30_15-42-59-mp4-bee_id_9175-3015-1_png.rf.5c1bdc8c03d2f32d5757e979e2d6618e.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_outer_negative.png
dataset1_varroa,train,80,outer_negative,data/raw/dataset1_varroa/train/images/2017-08-30_15-42-59-mp4-bee_id_10215-61530-1_png.rf.e1924546e83dadcf84943a80f889de5a.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_outer_negative.png
dataset1_varroa,train,80,outer_negative,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_4401-44385-1_png.rf.45242a72bd5873dd6d5f5bbabefe2ea6.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_outer_negative.png
dataset1_varroa,train,80,outer_negative,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_3173-10455-1_png.rf.2d494494cc538bc37a978387fc45441f.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_outer_negative.png
dataset1_varroa,train,80,outer_negative,data/raw/dataset1_varroa/train/images/2017-08-30_15-42-59-mp4-bee_id_10292-64200-1_png.rf.56520f70402546869e2cc9586551b943.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_outer_negative.png
dataset1_varroa,train,80,outer_negative,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_4906-58560-1_png.rf.7487841e1c32243794ec0402f9376a9b.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_outer_negative.png
dataset1_varroa,train,80,outer_negative,data/raw/dataset1_varroa/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_7643-59655-1_png.rf.3019cafbed90714497b4b1022b65146e.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_outer_negative.png
dataset1_varroa,train,80,outer_negative,data/raw/dataset1_varroa/train/images/2017-08-30_15-42-59-mp4-bee_id_10928-98265-1_png.rf.149d17f202c86db27a5753c1a635c468.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_outer_negative.png
dataset1_varroa,train,80,outer_negative,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_4515-47700-1_png.rf.2af652d02bf0085e7dae638e148a1ac2.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_train_80_outer_negative.png
dataset1_varroa,valid,80,positive,data/raw/dataset1_varroa/valid/images/2017-09-29_15-31-49-mp4-bee_id_38-855-1_png.rf.bd44f35ce4bc431e44d606862313d6ad.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_positive.png
dataset1_varroa,valid,80,positive,data/raw/dataset1_varroa/valid/images/2017-09-25_16-03-38-mp4-bee_id_2031-77385-1_png.rf.1f5e7af22f15e2f3d54682bb6dd719cd.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_positive.png
dataset1_varroa,valid,80,positive,data/raw/dataset1_varroa/valid/images/2017-09-25_16-03-38-mp4-bee_id_2165-85470-1_png.rf.1082ebafd3653b836d73a4bea6f30952.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_positive.png
dataset1_varroa,valid,80,positive,data/raw/dataset1_varroa/valid/images/2017-09-01_3-01-01-mp4-bee_id_2349-51900-1_png.rf.8c7c7df38d2a972b9788721d5b437ac4.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_positive.png
dataset1_varroa,valid,80,positive,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_122-58575-1_png.rf.7aeadcd4a33c4979b70386c3ae7d5e21.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_positive.png
dataset1_varroa,valid,80,positive,data/raw/dataset1_varroa/valid/images/2017-09-29_15-31-49-mp4-bee_id_99-2490-1_png.rf.562ca2ae68be48ead454fd1963b670e1.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_positive.png
dataset1_varroa,valid,80,positive,data/raw/dataset1_varroa/valid/images/2017-09-25_16-03-38-mp4-bee_id_2158-84945-1_png.rf.a5f00ef5202e124eea025d19e180b2e4.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_positive.png
dataset1_varroa,valid,80,positive,data/raw/dataset1_varroa/valid/images/2017-09-01_3-01-01-mp4-bee_id_2560-69270-1_png.rf.3d17f929f15ca9e04c3b20bb457432f9.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_positive.png
dataset1_varroa,valid,80,positive,data/raw/dataset1_varroa/valid/images/2017-09-25_16-03-38-mp4-bee_id_1401-46020-1_png.rf.b089a59fe5487a85b6cdbc94967b1319.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_positive.png
dataset1_varroa,valid,80,positive,data/raw/dataset1_varroa/valid/images/2017-09-01_3-01-01-mp4-bee_id_2286-47775-1_png.rf.c06ce006185af966475075fc23aadd18.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_positive.png
dataset1_varroa,valid,80,positive,data/raw/dataset1_varroa/valid/images/2017-09-01_3-01-01-mp4-bee_id_2486-62880-1_png.rf.42630f8e023252fc02f6d3f5f5fbf73a.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_positive.png
dataset1_varroa,valid,80,positive,data/raw/dataset1_varroa/valid/images/2017-09-01_3-01-01-mp4-bee_id_2288-47940-1_png.rf.60823ba6191b2515bd8128bfd0df403f.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_positive.png
dataset1_varroa,valid,80,center_negative,data/raw/dataset1_varroa/valid/images/2017-09-01_3-01-01-mp4-bee_id_2719-91875-1_png.rf.51c9861ed05ba77a368ad9be7635065f.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_center_negative.png
dataset1_varroa,valid,80,center_negative,data/raw/dataset1_varroa/valid/images/2017-09-01_3-01-01-mp4-bee_id_2717-91815-1_png.rf.4b777dd14ad9514d491e426dd10e0e3e.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_center_negative.png
dataset1_varroa,valid,80,center_negative,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_184-79230-1_png.rf.2eb8153a8e857faee89440eb93f8ee87.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_center_negative.png
dataset1_varroa,valid,80,center_negative,data/raw/dataset1_varroa/valid/images/2017-09-25_16-03-38-mp4-bee_id_1975-73350-1_png.rf.154c34140b635f23748e037a38d251cc.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_center_negative.png
dataset1_varroa,valid,80,center_negative,data/raw/dataset1_varroa/valid/images/2017-09-25_16-03-38-mp4-bee_id_1482-48180-1_png.rf.9f0f0aaf9bdca47d965ee2cfe19c3fb8.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_center_negative.png
dataset1_varroa,valid,80,center_negative,data/raw/dataset1_varroa/valid/images/2017-09-25_16-03-38-mp4-bee_id_1448-47130-1_png.rf.c6fbe3e3c64a079f0a744f43f0fc930d.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_center_negative.png
dataset1_varroa,valid,80,center_negative,data/raw/dataset1_varroa/valid/images/2017-09-25_16-03-38-mp4-bee_id_1880-64815-1_png.rf.3c7c057fcffcb08d32365a1b9dde9d98.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_center_negative.png
dataset1_varroa,valid,80,center_negative,data/raw/dataset1_varroa/valid/images/2017-09-25_16-03-38-mp4-bee_id_1389-45600-1_png.rf.7b9ee1ebd3acee13bc3bad7e887ee7b0.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_center_negative.png
dataset1_varroa,valid,80,center_negative,data/raw/dataset1_varroa/valid/images/2017-09-25_16-03-38-mp4-bee_id_2231-89730-1_png.rf.3ed779c205df9362fa88a7064e9f81fa.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_center_negative.png
dataset1_varroa,valid,80,center_negative,data/raw/dataset1_varroa/valid/images/2017-09-25_16-03-38-mp4-bee_id_1981-73515-1_png.rf.9ece53bdeada076993e7f7fe544d9335.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_center_negative.png
dataset1_varroa,valid,80,center_negative,data/raw/dataset1_varroa/valid/images/2017-09-25_16-03-38-mp4-bee_id_2026-77070-1_png.rf.32d8a10343f97fd20d88149f50d42073.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_center_negative.png
dataset1_varroa,valid,80,center_negative,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_44-16110-1_png.rf.c100a5cf518ac035f2cd23ae52d8561a.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_center_negative.png
dataset1_varroa,valid,80,mixed_negative,data/raw/dataset1_varroa/valid/images/2017-09-25_16-03-38-mp4-bee_id_1295-43215-1_png.rf.a898433ef68d4b0a9a273f97cd8eca7e.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_mixed_negative.png
dataset1_varroa,valid,80,mixed_negative,data/raw/dataset1_varroa/valid/images/2017-09-25_16-03-38-mp4-bee_id_2115-82395-1_png.rf.f74c64f0c82e093812a64fa535d82824.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_mixed_negative.png
dataset1_varroa,valid,80,mixed_negative,data/raw/dataset1_varroa/valid/images/2017-09-25_16-03-38-mp4-bee_id_1378-45405-1_png.rf.f0b58a05962afd5c6a19f1b7d9f5404d.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_mixed_negative.png
dataset1_varroa,valid,80,mixed_negative,data/raw/dataset1_varroa/valid/images/2017-09-25_16-03-38-mp4-bee_id_2015-75945-1_png.rf.72d15077b131ab7d4b0f03fc45d35ecd.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_mixed_negative.png
dataset1_varroa,valid,80,mixed_negative,data/raw/dataset1_varroa/valid/images/2017-09-25_16-03-38-mp4-bee_id_1629-52260-1_png.rf.c2de70ae7d38f51af1f80ebe769931d6.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_mixed_negative.png
dataset1_varroa,valid,80,mixed_negative,data/raw/dataset1_varroa/valid/images/2017-09-01_3-01-01-mp4-bee_id_2581-79380-1_png.rf.3c65b06c6fec040b0ab14f4e74d863f9.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_mixed_negative.png
dataset1_varroa,valid,80,mixed_negative,data/raw/dataset1_varroa/valid/images/2017-09-25_16-03-38-mp4-bee_id_1346-44550-1_png.rf.ce757246511755bb38a38ae9b4ab2e0d.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_mixed_negative.png
dataset1_varroa,valid,80,mixed_negative,data/raw/dataset1_varroa/valid/images/2017-09-25_16-03-38-mp4-bee_id_2119-82650-1_png.rf.55253d0604320b228f6a137ae1101d7d.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_mixed_negative.png
dataset1_varroa,valid,80,mixed_negative,data/raw/dataset1_varroa/valid/images/2017-09-25_16-03-38-mp4-bee_id_1518-49350-1_png.rf.f173a640df8af09420d62fcf496d1426.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_mixed_negative.png
dataset1_varroa,valid,80,mixed_negative,data/raw/dataset1_varroa/valid/images/2017-09-01_3-01-01-mp4-bee_id_2488-62895-1_png.rf.38b2365281c987b7b341775f0f0dacd4.jpg,approaches/traditional_ml/outputs/02_patch_preparation/outputs/01_dataset1_varroa_patch_preparation/figures/sanity_dataset1_valid_80_mixed_negative.png
