dataset_name,split,source_image_path,source_label_path,record_type,exclusion_level,exclusion_reason,row_index,class_id,class_name,bbox_x_center_norm,bbox_y_center_norm,bbox_width_norm,bbox_height_norm,bbox_area_px,notes
dataset1_varroa,train,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_4661-51870-1_png.rf.9d2cd7071c4d96f94b9b00da34705bfe.jpg,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_4661-51870-1_png.rf.9d2cd7071c4d96f94b9b00da34705bfe.txt,bbox,bbox,dataset_specific_extreme_bbox_candidate,1.0,1.0,varroa,0.31875,0.621875,0.23203125,0.13359375,12696.75,Excluded from positive patch generation.
dataset1_varroa,train,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_4663-51915-1_png.rf.aba182fc521fe42bbbcc01a69551a1b4.jpg,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_4663-51915-1_png.rf.aba182fc521fe42bbbcc01a69551a1b4.txt,bbox,bbox,dataset_specific_extreme_bbox_candidate,1.0,1.0,varroa,0.31875,0.571875,0.2890625,0.1296875,15355.0,Excluded from positive patch generation.
dataset1_varroa,train,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_4669-52185-1_png.rf.3cffd608bca1355ab22a174c764da86d.jpg,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_4669-52185-1_png.rf.3cffd608bca1355ab22a174c764da86d.txt,bbox,bbox,dataset_specific_extreme_bbox_candidate,1.0,1.0,varroa,0.38828125,0.590625,0.24453125,0.13359375,13380.75,Excluded from positive patch generation.
dataset1_varroa,train,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_5203-66540-1_png.rf.0e07b930958442dab7c4c69bce27485a.jpg,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_5203-66540-1_png.rf.0e07b930958442dab7c4c69bce27485a.txt,bbox,bbox,dataset_specific_extreme_bbox_candidate,0.0,1.0,varroa,0.50234375,0.5015625,0.99453125,0.8546875,348165.5,Excluded from positive patch generation.
dataset1_varroa,train,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_5478-74880-1_png.rf.2c5333d646f52a9822138844f722c7b9.jpg,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_5478-74880-1_png.rf.2c5333d646f52a9822138844f722c7b9.txt,bbox,bbox,dataset_specific_extreme_bbox_candidate,0.0,1.0,varroa,0.5,0.446875,1.0,0.86796875,355520.0,Excluded from positive patch generation.
dataset1_varroa,train,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_5484-75015-1_png.rf.9421e8f60baa7653b66edb43f43ebfd4.jpg,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_5484-75015-1_png.rf.9421e8f60baa7653b66edb43f43ebfd4.txt,bbox,bbox,dataset_specific_extreme_bbox_candidate,0.0,1.0,varroa,0.52734375,0.5484375,0.94453125,0.8296875,320989.5,Excluded from positive patch generation.
dataset1_varroa,train,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_6366-99435-1_png.rf.cd866769602a9d18eec05b2b83a3f595.jpg,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_6366-99435-1_png.rf.cd866769602a9d18eec05b2b83a3f595.txt,bbox,bbox,dataset_specific_extreme_bbox_candidate,0.0,1.0,varroa,0.50859375,0.4890625,0.98203125,0.771875,310479.0,Excluded from positive patch generation.
dataset1_varroa,train,data/raw/dataset1_varroa/train/images/2017-10-17_16-41-10-mp4-bee_id_7049-5415-1_png.rf.9780c345b5aae5ad61b51e82bf07bc68.jpg,data/raw/dataset1_varroa/train/labels/2017-10-17_16-41-10-mp4-bee_id_7049-5415-1_png.rf.9780c345b5aae5ad61b51e82bf07bc68.txt,bbox,bbox,dataset_specific_extreme_bbox_candidate,0.0,1.0,varroa,0.5,0.51484375,1.0,0.9078125,371840.0,Excluded from positive patch generation.
dataset1_varroa,test,data/raw/dataset1_varroa/test/images/2017-09-01_10-54-26-mp4-bee_id_8324-56715-1_png.rf.d86f29f00df9495be5288e13fc3e69e4.jpg,data/raw/dataset1_varroa/test/labels/2017-09-01_10-54-26-mp4-bee_id_8324-56715-1_png.rf.d86f29f00df9495be5288e13fc3e69e4.txt,bbox,bbox,dataset_specific_extreme_bbox_candidate,0.0,1.0,varroa,0.52578125,0.4984375,0.77109375,0.7859375,248230.5,Excluded from positive patch generation.
dataset1_varroa,test,data/raw/dataset1_varroa/test/images/2017-10-17_1-39-36-mp4-bee_id_4671-33150-1_png.rf.9218f12ceba9ea32811ccfafefe84e99.jpg,data/raw/dataset1_varroa/test/labels/2017-10-17_1-39-36-mp4-bee_id_4671-33150-1_png.rf.9218f12ceba9ea32811ccfafefe84e99.txt,bbox,bbox,dataset_specific_extreme_bbox_candidate,0.0,1.0,varroa,0.5140625,0.46171875,0.86171875,0.9,317664.0,Excluded from positive patch generation.
dataset1_varroa,train,data/raw/dataset1_varroa/train/images/2017-08-30_15-42-59-mp4-bee_id_10529-79545-1_png.rf.de26fdd716cc90aa5e735cee289abb3c.jpg,data/raw/dataset1_varroa/train/labels/2017-08-30_15-42-59-mp4-bee_id_10529-79545-1_png.rf.de26fdd716cc90aa5e735cee289abb3c.txt,image,image,empty_label_file_dataset1,,,,,,,,,Dataset1 empty label image excluded from negative source pool.
dataset1_varroa,train,data/raw/dataset1_varroa/train/images/2017-08-30_15-42-59-mp4-bee_id_10749-87390-1_png.rf.fc5d39c12b2dbd72ac128c10f2192414.jpg,data/raw/dataset1_varroa/train/labels/2017-08-30_15-42-59-mp4-bee_id_10749-87390-1_png.rf.fc5d39c12b2dbd72ac128c10f2192414.txt,image,image,empty_label_file_dataset1,,,,,,,,,Dataset1 empty label image excluded from negative source pool.
dataset1_varroa,train,data/raw/dataset1_varroa/train/images/2017-08-30_15-42-59-mp4-bee_id_9244-5295-1_png.rf.cb54b585c6b311d4ecdcd358729b8a46.jpg,data/raw/dataset1_varroa/train/labels/2017-08-30_15-42-59-mp4-bee_id_9244-5295-1_png.rf.cb54b585c6b311d4ecdcd358729b8a46.txt,image,image,empty_label_file_dataset1,,,,,,,,,Dataset1 empty label image excluded from negative source pool.
dataset1_varroa,train,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_5519-75795-1_png.rf.d38eef394bfbabbe59bb0a1d523e11ae.jpg,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_5519-75795-1_png.rf.d38eef394bfbabbe59bb0a1d523e11ae.txt,image,image,empty_label_file_dataset1,,,,,,,,,Dataset1 empty label image excluded from negative source pool.
dataset1_varroa,train,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_5795-83250-1_png.rf.d52732b1a8d48f13ad62fb9013652ef8.jpg,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_5795-83250-1_png.rf.d52732b1a8d48f13ad62fb9013652ef8.txt,image,image,empty_label_file_dataset1,,,,,,,,,Dataset1 empty label image excluded from negative source pool.
dataset1_varroa,train,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_6080-91485-1_png.rf.6e8297ecfb8204f0fde85b5656db0d3c.jpg,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_6080-91485-1_png.rf.6e8297ecfb8204f0fde85b5656db0d3c.txt,image,image,empty_label_file_dataset1,,,,,,,,,Dataset1 empty label image excluded from negative source pool.
dataset1_varroa,train,data/raw/dataset1_varroa/train/images/2017-09-25_16-03-38-mp4-bee_id_532-19320-1_png.rf.c153bb1d9bba53df2a4e76006fd7f60c.jpg,data/raw/dataset1_varroa/train/labels/2017-09-25_16-03-38-mp4-bee_id_532-19320-1_png.rf.c153bb1d9bba53df2a4e76006fd7f60c.txt,image,image,empty_label_file_dataset1,,,,,,,,,Dataset1 empty label image excluded from negative source pool.
dataset1_varroa,test,data/raw/dataset1_varroa/test/images/2017-10-17_1-39-36-mp4-bee_id_3546-2010-1_png.rf.15d530f9c77d8f231c96e74003dba488.jpg,data/raw/dataset1_varroa/test/labels/2017-10-17_1-39-36-mp4-bee_id_3546-2010-1_png.rf.15d530f9c77d8f231c96e74003dba488.txt,image,image,empty_label_file_dataset1,,,,,,,,,Dataset1 empty label image excluded from negative source pool.
