dataset_name,image_path,label_path,image_id,image_width,image_height,gt_count,invalid_yolo_row_count,readable,selected_source
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-08-28_16-32-55_30_sec-mp4-bee_id_6687-915-1_png.rf.2d40ad470f8c36f01220ccee7fc7dde2.jpg,data/raw/dataset1_varroa/valid/labels/2017-08-28_16-32-55_30_sec-mp4-bee_id_6687-915-1_png.rf.2d40ad470f8c36f01220ccee7fc7dde2.txt,2017-08-28_16-32-55_30_sec-mp4-bee_id_6687-915-1_png.rf.2d40ad470f8c36f01220ccee7fc7dde2,640,640,3,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_1-15-1_png.rf.a68b1e6d0ae900f5c9093f7417c188e3.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_1-15-1_png.rf.a68b1e6d0ae900f5c9093f7417c188e3.txt,2017-09-01_20-00-17-mp4-bee_id_1-15-1_png.rf.a68b1e6d0ae900f5c9093f7417c188e3,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_102-43095-1_png.rf.b76056f3f830b935392906ca1a8fc812.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_102-43095-1_png.rf.b76056f3f830b935392906ca1a8fc812.txt,2017-09-01_20-00-17-mp4-bee_id_102-43095-1_png.rf.b76056f3f830b935392906ca1a8fc812,640,640,1,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_105-43245-1_png.rf.ff55609806d9d164a468f33ace3492fd.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_105-43245-1_png.rf.ff55609806d9d164a468f33ace3492fd.txt,2017-09-01_20-00-17-mp4-bee_id_105-43245-1_png.rf.ff55609806d9d164a468f33ace3492fd,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_106-43335-1_png.rf.982e2734a404c0a3d4109986e1949788.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_106-43335-1_png.rf.982e2734a404c0a3d4109986e1949788.txt,2017-09-01_20-00-17-mp4-bee_id_106-43335-1_png.rf.982e2734a404c0a3d4109986e1949788,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_107-43455-1_png.rf.a8670f1f28d5995c35e06519d0e2602f.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_107-43455-1_png.rf.a8670f1f28d5995c35e06519d0e2602f.txt,2017-09-01_20-00-17-mp4-bee_id_107-43455-1_png.rf.a8670f1f28d5995c35e06519d0e2602f,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_108-43485-1_png.rf.e6337a16854ebd5ce4c6ea51f139ed2c.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_108-43485-1_png.rf.e6337a16854ebd5ce4c6ea51f139ed2c.txt,2017-09-01_20-00-17-mp4-bee_id_108-43485-1_png.rf.e6337a16854ebd5ce4c6ea51f139ed2c,640,640,1,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_109-43590-1_png.rf.317a88a56df769dec66a4b6da4933ab0.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_109-43590-1_png.rf.317a88a56df769dec66a4b6da4933ab0.txt,2017-09-01_20-00-17-mp4-bee_id_109-43590-1_png.rf.317a88a56df769dec66a4b6da4933ab0,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_110-43950-1_png.rf.ca253ad0b1c3aeea893fa172f20f1f3e.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_110-43950-1_png.rf.ca253ad0b1c3aeea893fa172f20f1f3e.txt,2017-09-01_20-00-17-mp4-bee_id_110-43950-1_png.rf.ca253ad0b1c3aeea893fa172f20f1f3e,640,640,1,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_122-58575-1_png.rf.7aeadcd4a33c4979b70386c3ae7d5e21.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_122-58575-1_png.rf.7aeadcd4a33c4979b70386c3ae7d5e21.txt,2017-09-01_20-00-17-mp4-bee_id_122-58575-1_png.rf.7aeadcd4a33c4979b70386c3ae7d5e21,640,640,1,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_123-59250-1_png.rf.3b866b3f5a19297ebf3df8ef011c0773.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_123-59250-1_png.rf.3b866b3f5a19297ebf3df8ef011c0773.txt,2017-09-01_20-00-17-mp4-bee_id_123-59250-1_png.rf.3b866b3f5a19297ebf3df8ef011c0773,640,640,1,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_126-61065-1_png.rf.c19f6f80f70b9d60bd8cd9763eec4b3b.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_126-61065-1_png.rf.c19f6f80f70b9d60bd8cd9763eec4b3b.txt,2017-09-01_20-00-17-mp4-bee_id_126-61065-1_png.rf.c19f6f80f70b9d60bd8cd9763eec4b3b,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_127-62175-1_png.rf.f09580c5561400362eea3d9b196fea81.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_127-62175-1_png.rf.f09580c5561400362eea3d9b196fea81.txt,2017-09-01_20-00-17-mp4-bee_id_127-62175-1_png.rf.f09580c5561400362eea3d9b196fea81,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_129-62535-1_png.rf.80c227ea74b3986f8b5631f45c05f49f.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_129-62535-1_png.rf.80c227ea74b3986f8b5631f45c05f49f.txt,2017-09-01_20-00-17-mp4-bee_id_129-62535-1_png.rf.80c227ea74b3986f8b5631f45c05f49f,640,640,1,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_131-63240-1_png.rf.f4811f9d3b20617c58eb029845f5888a.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_131-63240-1_png.rf.f4811f9d3b20617c58eb029845f5888a.txt,2017-09-01_20-00-17-mp4-bee_id_131-63240-1_png.rf.f4811f9d3b20617c58eb029845f5888a,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_132-63960-1_png.rf.ec34e857da0468d441162bd2da5faa2c.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_132-63960-1_png.rf.ec34e857da0468d441162bd2da5faa2c.txt,2017-09-01_20-00-17-mp4-bee_id_132-63960-1_png.rf.ec34e857da0468d441162bd2da5faa2c,640,640,1,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_133-64110-1_png.rf.79d0d8873d94dcda8689bc37c58411e1.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_133-64110-1_png.rf.79d0d8873d94dcda8689bc37c58411e1.txt,2017-09-01_20-00-17-mp4-bee_id_133-64110-1_png.rf.79d0d8873d94dcda8689bc37c58411e1,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_138-64905-1_png.rf.3dcc13d56d71be080b31c54e05a7fd09.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_138-64905-1_png.rf.3dcc13d56d71be080b31c54e05a7fd09.txt,2017-09-01_20-00-17-mp4-bee_id_138-64905-1_png.rf.3dcc13d56d71be080b31c54e05a7fd09,640,640,2,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_14-2565-1_png.rf.50bd8fd82b1503e53f411a19805dfa32.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_14-2565-1_png.rf.50bd8fd82b1503e53f411a19805dfa32.txt,2017-09-01_20-00-17-mp4-bee_id_14-2565-1_png.rf.50bd8fd82b1503e53f411a19805dfa32,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_140-65145-1_png.rf.4a050f507dcd571eb4870a712526c513.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_140-65145-1_png.rf.4a050f507dcd571eb4870a712526c513.txt,2017-09-01_20-00-17-mp4-bee_id_140-65145-1_png.rf.4a050f507dcd571eb4870a712526c513,640,640,1,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_143-65565-1_png.rf.52ad23ef7e6d549523392d1b2d0a5913.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_143-65565-1_png.rf.52ad23ef7e6d549523392d1b2d0a5913.txt,2017-09-01_20-00-17-mp4-bee_id_143-65565-1_png.rf.52ad23ef7e6d549523392d1b2d0a5913,640,640,1,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_144-66345-1_png.rf.c0548afcbdc5dec15d6810ea12aca098.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_144-66345-1_png.rf.c0548afcbdc5dec15d6810ea12aca098.txt,2017-09-01_20-00-17-mp4-bee_id_144-66345-1_png.rf.c0548afcbdc5dec15d6810ea12aca098,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_146-66930-1_png.rf.c24dd440e42539468af444dcb3cf4a43.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_146-66930-1_png.rf.c24dd440e42539468af444dcb3cf4a43.txt,2017-09-01_20-00-17-mp4-bee_id_146-66930-1_png.rf.c24dd440e42539468af444dcb3cf4a43,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_148-66960-1_png.rf.26736468a141216f2c5913c834ddc1eb.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_148-66960-1_png.rf.26736468a141216f2c5913c834ddc1eb.txt,2017-09-01_20-00-17-mp4-bee_id_148-66960-1_png.rf.26736468a141216f2c5913c834ddc1eb,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_149-66975-1_png.rf.d0d4c0e623f6fed4c3eb14cb6a1a07aa.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_149-66975-1_png.rf.d0d4c0e623f6fed4c3eb14cb6a1a07aa.txt,2017-09-01_20-00-17-mp4-bee_id_149-66975-1_png.rf.d0d4c0e623f6fed4c3eb14cb6a1a07aa,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_152-67575-1_png.rf.a1584b75d5dca0c87066186302bb2eee.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_152-67575-1_png.rf.a1584b75d5dca0c87066186302bb2eee.txt,2017-09-01_20-00-17-mp4-bee_id_152-67575-1_png.rf.a1584b75d5dca0c87066186302bb2eee,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_154-67785-1_png.rf.80059ea7763822db8ccbd0daacb34bdf.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_154-67785-1_png.rf.80059ea7763822db8ccbd0daacb34bdf.txt,2017-09-01_20-00-17-mp4-bee_id_154-67785-1_png.rf.80059ea7763822db8ccbd0daacb34bdf,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_156-68130-1_png.rf.46e4c68202bf75b4c0820e9dcd00cace.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_156-68130-1_png.rf.46e4c68202bf75b4c0820e9dcd00cace.txt,2017-09-01_20-00-17-mp4-bee_id_156-68130-1_png.rf.46e4c68202bf75b4c0820e9dcd00cace,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_159-68745-1_png.rf.e271a9025ca8b47833c8900e83577845.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_159-68745-1_png.rf.e271a9025ca8b47833c8900e83577845.txt,2017-09-01_20-00-17-mp4-bee_id_159-68745-1_png.rf.e271a9025ca8b47833c8900e83577845,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_165-69090-1_png.rf.3ed2b4520f77092b5c7c8df59bcb436c.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_165-69090-1_png.rf.3ed2b4520f77092b5c7c8df59bcb436c.txt,2017-09-01_20-00-17-mp4-bee_id_165-69090-1_png.rf.3ed2b4520f77092b5c7c8df59bcb436c,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_167-70935-1_png.rf.448e95ced781c7f034f1ed1cc4a2b55c.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_167-70935-1_png.rf.448e95ced781c7f034f1ed1cc4a2b55c.txt,2017-09-01_20-00-17-mp4-bee_id_167-70935-1_png.rf.448e95ced781c7f034f1ed1cc4a2b55c,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_170-72900-1_png.rf.c54e19507b32eb26d713aa68604cad66.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_170-72900-1_png.rf.c54e19507b32eb26d713aa68604cad66.txt,2017-09-01_20-00-17-mp4-bee_id_170-72900-1_png.rf.c54e19507b32eb26d713aa68604cad66,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_172-73950-1_png.rf.bd4517497fa387c55ab7a3e6c24ae14c.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_172-73950-1_png.rf.bd4517497fa387c55ab7a3e6c24ae14c.txt,2017-09-01_20-00-17-mp4-bee_id_172-73950-1_png.rf.bd4517497fa387c55ab7a3e6c24ae14c,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_175-75570-1_png.rf.5c96aa8c665a5b18f74a9c4a2f83902c.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_175-75570-1_png.rf.5c96aa8c665a5b18f74a9c4a2f83902c.txt,2017-09-01_20-00-17-mp4-bee_id_175-75570-1_png.rf.5c96aa8c665a5b18f74a9c4a2f83902c,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_177-75990-1_png.rf.7fdad2ce7af5723216c06954345245bc.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_177-75990-1_png.rf.7fdad2ce7af5723216c06954345245bc.txt,2017-09-01_20-00-17-mp4-bee_id_177-75990-1_png.rf.7fdad2ce7af5723216c06954345245bc,640,640,0,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_18-3120-1_png.rf.3414879dce4c437529578119ebd3354e.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_18-3120-1_png.rf.3414879dce4c437529578119ebd3354e.txt,2017-09-01_20-00-17-mp4-bee_id_18-3120-1_png.rf.3414879dce4c437529578119ebd3354e,640,640,1,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_180-78165-1_png.rf.bb9daf4c196c1400b53e8aee16b7552b.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_180-78165-1_png.rf.bb9daf4c196c1400b53e8aee16b7552b.txt,2017-09-01_20-00-17-mp4-bee_id_180-78165-1_png.rf.bb9daf4c196c1400b53e8aee16b7552b,640,640,1,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_185-79500-1_png.rf.aa8f6ec0c94762e0d6b9d308358d6c67.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_185-79500-1_png.rf.aa8f6ec0c94762e0d6b9d308358d6c67.txt,2017-09-01_20-00-17-mp4-bee_id_185-79500-1_png.rf.aa8f6ec0c94762e0d6b9d308358d6c67,640,640,1,0,True,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
