dataset_name,image_path,label_path,image_id,image_width,image_height,gt_count,invalid_yolo_row_count,readable,controlled_gt_count_group,selected_source
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_11-2100-1_png.rf.56ce8036dbe4a25874522d7a557ef662.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_11-2100-1_png.rf.56ce8036dbe4a25874522d7a557ef662.txt,2017-09-01_20-00-17-mp4-bee_id_11-2100-1_png.rf.56ce8036dbe4a25874522d7a557ef662,640,640,1,0,True,one,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_110-43950-1_png.rf.ca253ad0b1c3aeea893fa172f20f1f3e.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_110-43950-1_png.rf.ca253ad0b1c3aeea893fa172f20f1f3e.txt,2017-09-01_20-00-17-mp4-bee_id_110-43950-1_png.rf.ca253ad0b1c3aeea893fa172f20f1f3e,640,640,1,0,True,one,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_112-46245-1_png.rf.11fa143791b64161b01d5a602187b0ca.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_112-46245-1_png.rf.11fa143791b64161b01d5a602187b0ca.txt,2017-09-01_20-00-17-mp4-bee_id_112-46245-1_png.rf.11fa143791b64161b01d5a602187b0ca,640,640,1,0,True,one,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_122-58575-1_png.rf.7aeadcd4a33c4979b70386c3ae7d5e21.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_122-58575-1_png.rf.7aeadcd4a33c4979b70386c3ae7d5e21.txt,2017-09-01_20-00-17-mp4-bee_id_122-58575-1_png.rf.7aeadcd4a33c4979b70386c3ae7d5e21,640,640,1,0,True,one,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_123-59250-1_png.rf.3b866b3f5a19297ebf3df8ef011c0773.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_123-59250-1_png.rf.3b866b3f5a19297ebf3df8ef011c0773.txt,2017-09-01_20-00-17-mp4-bee_id_123-59250-1_png.rf.3b866b3f5a19297ebf3df8ef011c0773,640,640,1,0,True,one,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_125-59835-1_png.rf.3876bee8d7f0f0bfad38e5681b7f294f.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_125-59835-1_png.rf.3876bee8d7f0f0bfad38e5681b7f294f.txt,2017-09-01_20-00-17-mp4-bee_id_125-59835-1_png.rf.3876bee8d7f0f0bfad38e5681b7f294f,640,640,1,0,True,one,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_126-61065-1_png.rf.c19f6f80f70b9d60bd8cd9763eec4b3b.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_126-61065-1_png.rf.c19f6f80f70b9d60bd8cd9763eec4b3b.txt,2017-09-01_20-00-17-mp4-bee_id_126-61065-1_png.rf.c19f6f80f70b9d60bd8cd9763eec4b3b,640,640,0,0,True,zero,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_127-62175-1_png.rf.f09580c5561400362eea3d9b196fea81.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_127-62175-1_png.rf.f09580c5561400362eea3d9b196fea81.txt,2017-09-01_20-00-17-mp4-bee_id_127-62175-1_png.rf.f09580c5561400362eea3d9b196fea81,640,640,0,0,True,zero,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_129-62535-1_png.rf.80c227ea74b3986f8b5631f45c05f49f.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_129-62535-1_png.rf.80c227ea74b3986f8b5631f45c05f49f.txt,2017-09-01_20-00-17-mp4-bee_id_129-62535-1_png.rf.80c227ea74b3986f8b5631f45c05f49f,640,640,1,0,True,one,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_132-63960-1_png.rf.ec34e857da0468d441162bd2da5faa2c.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_132-63960-1_png.rf.ec34e857da0468d441162bd2da5faa2c.txt,2017-09-01_20-00-17-mp4-bee_id_132-63960-1_png.rf.ec34e857da0468d441162bd2da5faa2c,640,640,1,0,True,one,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_133-64110-1_png.rf.79d0d8873d94dcda8689bc37c58411e1.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_133-64110-1_png.rf.79d0d8873d94dcda8689bc37c58411e1.txt,2017-09-01_20-00-17-mp4-bee_id_133-64110-1_png.rf.79d0d8873d94dcda8689bc37c58411e1,640,640,0,0,True,zero,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_136-64470-1_png.rf.10c76ed12887fa1c0b15aec8f696c4d0.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_136-64470-1_png.rf.10c76ed12887fa1c0b15aec8f696c4d0.txt,2017-09-01_20-00-17-mp4-bee_id_136-64470-1_png.rf.10c76ed12887fa1c0b15aec8f696c4d0,640,640,1,0,True,one,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_137-64470-1_png.rf.b69f69cf45bf5ea4b567d8923d6b5c8f.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_137-64470-1_png.rf.b69f69cf45bf5ea4b567d8923d6b5c8f.txt,2017-09-01_20-00-17-mp4-bee_id_137-64470-1_png.rf.b69f69cf45bf5ea4b567d8923d6b5c8f,640,640,1,0,True,one,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_14-2565-1_png.rf.50bd8fd82b1503e53f411a19805dfa32.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_14-2565-1_png.rf.50bd8fd82b1503e53f411a19805dfa32.txt,2017-09-01_20-00-17-mp4-bee_id_14-2565-1_png.rf.50bd8fd82b1503e53f411a19805dfa32,640,640,0,0,True,zero,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_140-65145-1_png.rf.4a050f507dcd571eb4870a712526c513.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_140-65145-1_png.rf.4a050f507dcd571eb4870a712526c513.txt,2017-09-01_20-00-17-mp4-bee_id_140-65145-1_png.rf.4a050f507dcd571eb4870a712526c513,640,640,1,0,True,one,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_143-65565-1_png.rf.52ad23ef7e6d549523392d1b2d0a5913.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_143-65565-1_png.rf.52ad23ef7e6d549523392d1b2d0a5913.txt,2017-09-01_20-00-17-mp4-bee_id_143-65565-1_png.rf.52ad23ef7e6d549523392d1b2d0a5913,640,640,1,0,True,one,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_146-66930-1_png.rf.c24dd440e42539468af444dcb3cf4a43.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_146-66930-1_png.rf.c24dd440e42539468af444dcb3cf4a43.txt,2017-09-01_20-00-17-mp4-bee_id_146-66930-1_png.rf.c24dd440e42539468af444dcb3cf4a43,640,640,0,0,True,zero,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_148-66960-1_png.rf.26736468a141216f2c5913c834ddc1eb.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_148-66960-1_png.rf.26736468a141216f2c5913c834ddc1eb.txt,2017-09-01_20-00-17-mp4-bee_id_148-66960-1_png.rf.26736468a141216f2c5913c834ddc1eb,640,640,0,0,True,zero,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_152-67575-1_png.rf.a1584b75d5dca0c87066186302bb2eee.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_152-67575-1_png.rf.a1584b75d5dca0c87066186302bb2eee.txt,2017-09-01_20-00-17-mp4-bee_id_152-67575-1_png.rf.a1584b75d5dca0c87066186302bb2eee,640,640,0,0,True,zero,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_154-67785-1_png.rf.80059ea7763822db8ccbd0daacb34bdf.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_154-67785-1_png.rf.80059ea7763822db8ccbd0daacb34bdf.txt,2017-09-01_20-00-17-mp4-bee_id_154-67785-1_png.rf.80059ea7763822db8ccbd0daacb34bdf,640,640,0,0,True,zero,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_156-68130-1_png.rf.46e4c68202bf75b4c0820e9dcd00cace.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_156-68130-1_png.rf.46e4c68202bf75b4c0820e9dcd00cace.txt,2017-09-01_20-00-17-mp4-bee_id_156-68130-1_png.rf.46e4c68202bf75b4c0820e9dcd00cace,640,640,0,0,True,zero,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_159-68745-1_png.rf.e271a9025ca8b47833c8900e83577845.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_159-68745-1_png.rf.e271a9025ca8b47833c8900e83577845.txt,2017-09-01_20-00-17-mp4-bee_id_159-68745-1_png.rf.e271a9025ca8b47833c8900e83577845,640,640,0,0,True,zero,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_162-68805-1_png.rf.3895bf4ea9e8fc002cc946d79de2b44b.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_162-68805-1_png.rf.3895bf4ea9e8fc002cc946d79de2b44b.txt,2017-09-01_20-00-17-mp4-bee_id_162-68805-1_png.rf.3895bf4ea9e8fc002cc946d79de2b44b,640,640,1,0,True,one,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_165-69090-1_png.rf.3ed2b4520f77092b5c7c8df59bcb436c.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_165-69090-1_png.rf.3ed2b4520f77092b5c7c8df59bcb436c.txt,2017-09-01_20-00-17-mp4-bee_id_165-69090-1_png.rf.3ed2b4520f77092b5c7c8df59bcb436c,640,640,0,0,True,zero,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_167-70935-1_png.rf.448e95ced781c7f034f1ed1cc4a2b55c.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_167-70935-1_png.rf.448e95ced781c7f034f1ed1cc4a2b55c.txt,2017-09-01_20-00-17-mp4-bee_id_167-70935-1_png.rf.448e95ced781c7f034f1ed1cc4a2b55c,640,640,0,0,True,zero,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_17-2985-1_png.rf.f6879af8a9b72dd4c61824b8e41c00ed.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_17-2985-1_png.rf.f6879af8a9b72dd4c61824b8e41c00ed.txt,2017-09-01_20-00-17-mp4-bee_id_17-2985-1_png.rf.f6879af8a9b72dd4c61824b8e41c00ed,640,640,1,0,True,one,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_170-72900-1_png.rf.c54e19507b32eb26d713aa68604cad66.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_170-72900-1_png.rf.c54e19507b32eb26d713aa68604cad66.txt,2017-09-01_20-00-17-mp4-bee_id_170-72900-1_png.rf.c54e19507b32eb26d713aa68604cad66,640,640,0,0,True,zero,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_18-3120-1_png.rf.3414879dce4c437529578119ebd3354e.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_18-3120-1_png.rf.3414879dce4c437529578119ebd3354e.txt,2017-09-01_20-00-17-mp4-bee_id_18-3120-1_png.rf.3414879dce4c437529578119ebd3354e,640,640,1,0,True,one,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_180-78165-1_png.rf.bb9daf4c196c1400b53e8aee16b7552b.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_180-78165-1_png.rf.bb9daf4c196c1400b53e8aee16b7552b.txt,2017-09-01_20-00-17-mp4-bee_id_180-78165-1_png.rf.bb9daf4c196c1400b53e8aee16b7552b,640,640,1,0,True,one,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_185-79500-1_png.rf.aa8f6ec0c94762e0d6b9d308358d6c67.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_185-79500-1_png.rf.aa8f6ec0c94762e0d6b9d308358d6c67.txt,2017-09-01_20-00-17-mp4-bee_id_185-79500-1_png.rf.aa8f6ec0c94762e0d6b9d308358d6c67,640,640,1,0,True,one,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_19-3255-1_png.rf.87f0619b6053acf5340c60a47beb899f.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_19-3255-1_png.rf.87f0619b6053acf5340c60a47beb899f.txt,2017-09-01_20-00-17-mp4-bee_id_19-3255-1_png.rf.87f0619b6053acf5340c60a47beb899f,640,640,0,0,True,zero,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_191-82305-1_png.rf.12ef8a389673c878c5cd4899e673d682.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_191-82305-1_png.rf.12ef8a389673c878c5cd4899e673d682.txt,2017-09-01_20-00-17-mp4-bee_id_191-82305-1_png.rf.12ef8a389673c878c5cd4899e673d682,640,640,0,0,True,zero,controlled_equal_gt_count_sampling
dataset1_varroa,data/raw/dataset1_varroa/valid/images/2017-09-01_20-00-17-mp4-bee_id_197-88830-1_png.rf.9fd294838030836fe9d65bfc0e8ca5d7.jpg,data/raw/dataset1_varroa/valid/labels/2017-09-01_20-00-17-mp4-bee_id_197-88830-1_png.rf.9fd294838030836fe9d65bfc0e8ca5d7.txt,2017-09-01_20-00-17-mp4-bee_id_197-88830-1_png.rf.9fd294838030836fe9d65bfc0e8ca5d7,640,640,1,0,True,one,controlled_equal_gt_count_sampling
