split,stem,label_path,line_number,raw_line,fields_count,class_id,class_name,x_center,y_center,bbox_width_norm,bbox_height_norm,bbox_area_norm,x1_norm,y1_norm,x2_norm,y2_norm,parse_error,has_five_fields,is_numeric,class_id_is_integer,class_id_known,coords_in_0_1,positive_width,positive_height,bbox_edges_in_0_1,valid_yolo_row,image_path,image_width,image_height,is_readable,bbox_width_px,bbox_height_px,bbox_area_px,extreme_small_by_bbox_width_norm,extreme_large_by_bbox_width_norm,extreme_small_by_bbox_height_norm,extreme_large_by_bbox_height_norm,extreme_small_by_bbox_area_norm,extreme_large_by_bbox_area_norm,extreme_small_by_bbox_width_px,extreme_large_by_bbox_width_px,extreme_small_by_bbox_height_px,extreme_large_by_bbox_height_px,extreme_small_by_bbox_area_px,extreme_large_by_bbox_area_px,dataset_specific_extreme_small_candidate,dataset_specific_extreme_large_candidate,dataset_specific_varroa_bbox_exclusion_candidate
train,2017-09-20_19-24-55-mp4-bee_id_4000-33255-1_png.rf.35c64b477434b9ac00f9a7a7027758cf,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_4000-33255-1_png.rf.35c64b477434b9ac00f9a7a7027758cf.txt,2,1 0.41796875 0.565625 0.23671875 0.1484375,5,1,varroa,0.41796875,0.565625,0.23671875,0.1484375,0.035137939453125,0.299609375,0.49140625000000004,0.536328125,0.63984375,,True,True,True,True,True,True,True,True,True,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_4000-33255-1_png.rf.35c64b477434b9ac00f9a7a7027758cf.jpg,640,640,True,151.5,95.0,14392.5,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True
train,2017-09-20_19-24-55-mp4-bee_id_4002-33330-1_png.rf.11b0df1196095469efd9fbee60f97167,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_4002-33330-1_png.rf.11b0df1196095469efd9fbee60f97167.txt,2,1 0.37734375 0.540625 0.25 0.13828125,5,1,varroa,0.37734375,0.540625,0.25,0.13828125,0.0345703125,0.25234375,0.471484375,0.50234375,0.609765625,,True,True,True,True,True,True,True,True,True,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_4002-33330-1_png.rf.11b0df1196095469efd9fbee60f97167.jpg,640,640,True,160.0,88.5,14160.0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True
train,2017-09-20_19-24-55-mp4-bee_id_4013-33600-1_png.rf.3e8068a60976cab04ccffed835fc666a,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_4013-33600-1_png.rf.3e8068a60976cab04ccffed835fc666a.txt,2,1 0.33203125 0.5375 0.2890625 0.11328125,5,1,varroa,0.33203125,0.5375,0.2890625,0.11328125,0.032745361328125,0.1875,0.480859375,0.4765625,0.594140625,,True,True,True,True,True,True,True,True,True,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_4013-33600-1_png.rf.3e8068a60976cab04ccffed835fc666a.jpg,640,640,True,185.0,72.5,13412.5,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True
train,2017-09-20_19-24-55-mp4-bee_id_4417-44880-1_png.rf.aa8e9767f904deb25986cc28f1361449,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_4417-44880-1_png.rf.aa8e9767f904deb25986cc28f1361449.txt,2,1 0.4671875 0.60234375 0.2421875 0.1265625,5,1,varroa,0.4671875,0.60234375,0.2421875,0.1265625,0.03065185546875,0.34609375,0.5390625,0.58828125,0.6656249999999999,,True,True,True,True,True,True,True,True,True,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_4417-44880-1_png.rf.aa8e9767f904deb25986cc28f1361449.jpg,640,640,True,155.0,81.0,12555.0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True
train,2017-09-20_19-24-55-mp4-bee_id_4521-47790-1_png.rf.9b0fdf14d2ca87801fd7e8a2a718a216,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_4521-47790-1_png.rf.9b0fdf14d2ca87801fd7e8a2a718a216.txt,2,1 0.34765625 0.5671875 0.2421875 0.13125,5,1,varroa,0.34765625,0.5671875,0.2421875,0.13125,0.031787109375000004,0.2265625,0.5015624999999999,0.46875,0.6328125,,True,True,True,True,True,True,True,True,True,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_4521-47790-1_png.rf.9b0fdf14d2ca87801fd7e8a2a718a216.jpg,640,640,True,155.0,84.0,13020.0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True
train,2017-09-20_19-24-55-mp4-bee_id_4645-51435-1_png.rf.60b1e9cbcb0463849a743376b4d93b5d,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_4645-51435-1_png.rf.60b1e9cbcb0463849a743376b4d93b5d.txt,2,1 0.2359375 0.559375 0.23671875 0.13671875,5,1,varroa,0.2359375,0.559375,0.23671875,0.13671875,0.0323638916015625,0.11757812499999999,0.49101562499999996,0.354296875,0.627734375,,True,True,True,True,True,True,True,True,True,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_4645-51435-1_png.rf.60b1e9cbcb0463849a743376b4d93b5d.jpg,640,640,True,151.5,87.5,13256.25,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True
train,2017-09-20_19-24-55-mp4-bee_id_4661-51870-1_png.rf.9d2cd7071c4d96f94b9b00da34705bfe,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_4661-51870-1_png.rf.9d2cd7071c4d96f94b9b00da34705bfe.txt,2,1 0.31875 0.621875 0.23203125 0.13359375,5,1,varroa,0.31875,0.621875,0.23203125,0.13359375,0.0309979248046875,0.20273437499999997,0.555078125,0.434765625,0.6886718749999999,,True,True,True,True,True,True,True,True,True,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_4661-51870-1_png.rf.9d2cd7071c4d96f94b9b00da34705bfe.jpg,640,640,True,148.5,85.5,12696.75,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True
train,2017-09-20_19-24-55-mp4-bee_id_4663-51915-1_png.rf.aba182fc521fe42bbbcc01a69551a1b4,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_4663-51915-1_png.rf.aba182fc521fe42bbbcc01a69551a1b4.txt,2,1 0.31875 0.571875 0.2890625 0.1296875,5,1,varroa,0.31875,0.571875,0.2890625,0.1296875,0.03748779296875,0.17421874999999998,0.50703125,0.46328125,0.63671875,,True,True,True,True,True,True,True,True,True,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_4663-51915-1_png.rf.aba182fc521fe42bbbcc01a69551a1b4.jpg,640,640,True,185.0,83.0,15355.0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True
train,2017-09-20_19-24-55-mp4-bee_id_4669-52185-1_png.rf.3cffd608bca1355ab22a174c764da86d,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_4669-52185-1_png.rf.3cffd608bca1355ab22a174c764da86d.txt,2,1 0.38828125 0.590625 0.24453125 0.13359375,5,1,varroa,0.38828125,0.590625,0.24453125,0.13359375,0.0326678466796875,0.26601562500000003,0.523828125,0.5105468750000001,0.6574218749999999,,True,True,True,True,True,True,True,True,True,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_4669-52185-1_png.rf.3cffd608bca1355ab22a174c764da86d.jpg,640,640,True,156.5,85.5,13380.75,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True
train,2017-09-20_19-24-55-mp4-bee_id_5203-66540-1_png.rf.0e07b930958442dab7c4c69bce27485a,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_5203-66540-1_png.rf.0e07b930958442dab7c4c69bce27485a.txt,1,1 0.50234375 0.5015625 0.99453125 0.8546875,5,1,varroa,0.50234375,0.5015625,0.99453125,0.8546875,0.850013427734375,0.005078124999999989,0.07421875,0.9996093749999999,0.92890625,,True,True,True,True,True,True,True,True,True,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_5203-66540-1_png.rf.0e07b930958442dab7c4c69bce27485a.jpg,640,640,True,636.5,547.0,348165.5,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True
train,2017-09-20_19-24-55-mp4-bee_id_5478-74880-1_png.rf.2c5333d646f52a9822138844f722c7b9,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_5478-74880-1_png.rf.2c5333d646f52a9822138844f722c7b9.txt,1,1 0.5 0.446875 1 0.86796875,5,1,varroa,0.5,0.446875,1.0,0.86796875,0.86796875,0.0,0.012890625000000044,1.0,0.880859375,,True,True,True,True,True,True,True,True,True,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_5478-74880-1_png.rf.2c5333d646f52a9822138844f722c7b9.jpg,640,640,True,640.0,555.5,355520.0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True
train,2017-09-20_19-24-55-mp4-bee_id_5484-75015-1_png.rf.9421e8f60baa7653b66edb43f43ebfd4,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_5484-75015-1_png.rf.9421e8f60baa7653b66edb43f43ebfd4.txt,1,1 0.52734375 0.5484375 0.94453125 0.8296875,5,1,varroa,0.52734375,0.5484375,0.94453125,0.8296875,0.7836657714843751,0.05507812499999998,0.13359375,0.999609375,0.9632812500000001,,True,True,True,True,True,True,True,True,True,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_5484-75015-1_png.rf.9421e8f60baa7653b66edb43f43ebfd4.jpg,640,640,True,604.5,531.0,320989.5,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True
train,2017-09-20_19-24-55-mp4-bee_id_6366-99435-1_png.rf.cd866769602a9d18eec05b2b83a3f595,data/raw/dataset1_varroa/train/labels/2017-09-20_19-24-55-mp4-bee_id_6366-99435-1_png.rf.cd866769602a9d18eec05b2b83a3f595.txt,1,1 0.50859375 0.4890625 0.98203125 0.771875,5,1,varroa,0.50859375,0.4890625,0.98203125,0.771875,0.75800537109375,0.017578124999999944,0.10312500000000002,0.9996093749999999,0.875,,True,True,True,True,True,True,True,True,True,data/raw/dataset1_varroa/train/images/2017-09-20_19-24-55-mp4-bee_id_6366-99435-1_png.rf.cd866769602a9d18eec05b2b83a3f595.jpg,640,640,True,628.5,494.0,310479.0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True
train,2017-10-17_16-41-10-mp4-bee_id_7049-5415-1_png.rf.9780c345b5aae5ad61b51e82bf07bc68,data/raw/dataset1_varroa/train/labels/2017-10-17_16-41-10-mp4-bee_id_7049-5415-1_png.rf.9780c345b5aae5ad61b51e82bf07bc68.txt,1,1 0.5 0.51484375 1 0.9078125,5,1,varroa,0.5,0.51484375,1.0,0.9078125,0.9078125,0.0,0.06093750000000003,1.0,0.96875,,True,True,True,True,True,True,True,True,True,data/raw/dataset1_varroa/train/images/2017-10-17_16-41-10-mp4-bee_id_7049-5415-1_png.rf.9780c345b5aae5ad61b51e82bf07bc68.jpg,640,640,True,640.0,581.0,371840.0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True
test,2017-09-01_10-54-26-mp4-bee_id_8324-56715-1_png.rf.d86f29f00df9495be5288e13fc3e69e4,data/raw/dataset1_varroa/test/labels/2017-09-01_10-54-26-mp4-bee_id_8324-56715-1_png.rf.d86f29f00df9495be5288e13fc3e69e4.txt,1,1 0.52578125 0.4984375 0.77109375 0.7859375,5,1,varroa,0.52578125,0.4984375,0.77109375,0.7859375,0.606031494140625,0.14023437499999997,0.10546875,0.911328125,0.89140625,,True,True,True,True,True,True,True,True,True,data/raw/dataset1_varroa/test/images/2017-09-01_10-54-26-mp4-bee_id_8324-56715-1_png.rf.d86f29f00df9495be5288e13fc3e69e4.jpg,640,640,True,493.5,503.0,248230.5,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True
test,2017-10-17_1-39-36-mp4-bee_id_4671-33150-1_png.rf.9218f12ceba9ea32811ccfafefe84e99,data/raw/dataset1_varroa/test/labels/2017-10-17_1-39-36-mp4-bee_id_4671-33150-1_png.rf.9218f12ceba9ea32811ccfafefe84e99.txt,1,1 0.5140625 0.46171875 0.86171875 0.9,5,1,varroa,0.5140625,0.46171875,0.86171875,0.9,0.775546875,0.08320312499999999,0.01171875,0.9449218749999999,0.91171875,,True,True,True,True,True,True,True,True,True,data/raw/dataset1_varroa/test/images/2017-10-17_1-39-36-mp4-bee_id_4671-33150-1_png.rf.9218f12ceba9ea32811ccfafefe84e99.jpg,640,640,True,551.5,576.0,317664.0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True
