split,stem,image_path,image_suffix,image_size_bytes,image_width,image_height,image_mode,is_readable
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6730-7005-1_png.rf.6a6eadb284e46f29ce946e6d8a19c709,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6730-7005-1_png.rf.6a6eadb284e46f29ce946e6d8a19c709.jpg,.jpg,41626,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6731-7050-1_png.rf.96169b7e5fc1797d68dd6ef8ffdb6194,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6731-7050-1_png.rf.96169b7e5fc1797d68dd6ef8ffdb6194.jpg,.jpg,43685,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6732-9270-1_png.rf.5cf1a6e64587d686a2ac55a535b5e466,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6732-9270-1_png.rf.5cf1a6e64587d686a2ac55a535b5e466.jpg,.jpg,40665,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6736-10635-1_png.rf.e25e55b6b566f074dc5d2e4f4645c90f,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6736-10635-1_png.rf.e25e55b6b566f074dc5d2e4f4645c90f.jpg,.jpg,45306,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6741-10890-1_png.rf.9bb33b873f34a48bc11c11835a76ae11,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6741-10890-1_png.rf.9bb33b873f34a48bc11c11835a76ae11.jpg,.jpg,38699,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6747-11145-1_png.rf.d6bafe079f432e7809d97b3d298e4111,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6747-11145-1_png.rf.d6bafe079f432e7809d97b3d298e4111.jpg,.jpg,38542,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6749-11235-1_png.rf.5117b5b368259af61bdb9fc1076a9fae,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6749-11235-1_png.rf.5117b5b368259af61bdb9fc1076a9fae.jpg,.jpg,39363,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6752-11400-1_png.rf.1730de30d9d50f2cd0fd15dc6cfe870a,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6752-11400-1_png.rf.1730de30d9d50f2cd0fd15dc6cfe870a.jpg,.jpg,38367,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6753-11415-1_png.rf.c31a06cd8488a13ff3bd492f164032f8,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6753-11415-1_png.rf.c31a06cd8488a13ff3bd492f164032f8.jpg,.jpg,35521,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6755-11685-1_png.rf.d1f3da7cc0c897ad4b5f3b5da5beb2ea,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6755-11685-1_png.rf.d1f3da7cc0c897ad4b5f3b5da5beb2ea.jpg,.jpg,37604,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6758-11730-1_png.rf.1d42f0382b4a8e780bbbbaeefd6955bb,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6758-11730-1_png.rf.1d42f0382b4a8e780bbbbaeefd6955bb.jpg,.jpg,36758,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6761-11820-1_png.rf.f586f9ef407d7adc513823aaa6aed7b7,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6761-11820-1_png.rf.f586f9ef407d7adc513823aaa6aed7b7.jpg,.jpg,40513,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6762-12000-1_png.rf.4e065dc437fd89e3a9036739214859b4,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6762-12000-1_png.rf.4e065dc437fd89e3a9036739214859b4.jpg,.jpg,42812,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6764-12450-1_png.rf.d9ddb3377ae222154519866179dc3f44,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6764-12450-1_png.rf.d9ddb3377ae222154519866179dc3f44.jpg,.jpg,38963,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6765-12450-1_png.rf.6bfb2cb89059675f335fde35ad034144,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6765-12450-1_png.rf.6bfb2cb89059675f335fde35ad034144.jpg,.jpg,42140,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6767-12480-1_png.rf.c6ed4048eeaf039dba0a379525133be1,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6767-12480-1_png.rf.c6ed4048eeaf039dba0a379525133be1.jpg,.jpg,38562,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6768-12495-1_png.rf.94a8ac300d7d357456a44b97692d5cd6,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6768-12495-1_png.rf.94a8ac300d7d357456a44b97692d5cd6.jpg,.jpg,44187,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6775-12645-1_png.rf.79f35f43641eef429d91d6523cf7bd54,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6775-12645-1_png.rf.79f35f43641eef429d91d6523cf7bd54.jpg,.jpg,37995,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6777-12915-1_png.rf.fb6b3f7d41070b1806b3c168e5f83b2f,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6777-12915-1_png.rf.fb6b3f7d41070b1806b3c168e5f83b2f.jpg,.jpg,37510,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6784-13650-1_png.rf.0c89cd0b0ec18e531ad6611451a0cc27,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6784-13650-1_png.rf.0c89cd0b0ec18e531ad6611451a0cc27.jpg,.jpg,39874,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6785-13665-1_png.rf.266b75643d90a4c1dea4bcc5b15e8f76,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6785-13665-1_png.rf.266b75643d90a4c1dea4bcc5b15e8f76.jpg,.jpg,41091,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6786-13680-1_png.rf.ed8e9596fa49dccf556681a560b774f0,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6786-13680-1_png.rf.ed8e9596fa49dccf556681a560b774f0.jpg,.jpg,38942,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6788-13755-1_png.rf.53edcdb92c445623aeaf2e6b79f27515,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6788-13755-1_png.rf.53edcdb92c445623aeaf2e6b79f27515.jpg,.jpg,38761,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6791-13845-1_png.rf.3c4131a9742943e72e43bf332213f106,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6791-13845-1_png.rf.3c4131a9742943e72e43bf332213f106.jpg,.jpg,39097,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6792-13875-1_png.rf.1f84034cffdece6b8540f0088e487a9f,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6792-13875-1_png.rf.1f84034cffdece6b8540f0088e487a9f.jpg,.jpg,42817,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6793-13890-1_png.rf.a4f1178bb815a59cb203320e89766400,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6793-13890-1_png.rf.a4f1178bb815a59cb203320e89766400.jpg,.jpg,45468,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6795-13905-1_png.rf.01325639771bfa9f413b8cbb65fbb2d9,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6795-13905-1_png.rf.01325639771bfa9f413b8cbb65fbb2d9.jpg,.jpg,41545,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6797-13935-1_png.rf.be09ebf36117aea92a0784f5d5ef377d,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6797-13935-1_png.rf.be09ebf36117aea92a0784f5d5ef377d.jpg,.jpg,34153,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6801-14265-1_png.rf.b2d4a2b48dddb783936912eebf0d131d,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6801-14265-1_png.rf.b2d4a2b48dddb783936912eebf0d131d.jpg,.jpg,39678,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6804-14310-1_png.rf.45881a439348f228bf57bb891847708c,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6804-14310-1_png.rf.45881a439348f228bf57bb891847708c.jpg,.jpg,39984,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6806-14445-1_png.rf.0f6d9bb4164e2fafa9bbd6bddccafcb8,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6806-14445-1_png.rf.0f6d9bb4164e2fafa9bbd6bddccafcb8.jpg,.jpg,43656,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6809-14640-1_png.rf.2fece598b80c30601cd5da15eb4d9e11,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6809-14640-1_png.rf.2fece598b80c30601cd5da15eb4d9e11.jpg,.jpg,38628,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6810-14685-1_png.rf.2d4625231e3bb2b530a32462aae422aa,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6810-14685-1_png.rf.2d4625231e3bb2b530a32462aae422aa.jpg,.jpg,35153,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6812-14700-1_png.rf.bae98cf0fdc44794ef3f2794f2b9bd7d,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6812-14700-1_png.rf.bae98cf0fdc44794ef3f2794f2b9bd7d.jpg,.jpg,35860,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6818-14805-1_png.rf.aaa62777fc5b61fcb856b7169ef18b08,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6818-14805-1_png.rf.aaa62777fc5b61fcb856b7169ef18b08.jpg,.jpg,36597,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6819-14820-1_png.rf.1e8be7d9588834e9f4e1b70e3aa93274,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6819-14820-1_png.rf.1e8be7d9588834e9f4e1b70e3aa93274.jpg,.jpg,37583,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6820-14835-1_png.rf.a59c8bdc04a8dabcdd5b9b1c3bb2db2c,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6820-14835-1_png.rf.a59c8bdc04a8dabcdd5b9b1c3bb2db2c.jpg,.jpg,41130,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6824-14940-1_png.rf.371141b7c3a57719ccd875f1ec6fda10,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6824-14940-1_png.rf.371141b7c3a57719ccd875f1ec6fda10.jpg,.jpg,36162,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6825-15000-1_png.rf.e5755d6d17f395b38b2c493c014da26b,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6825-15000-1_png.rf.e5755d6d17f395b38b2c493c014da26b.jpg,.jpg,42070,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6826-15030-1_png.rf.a6f4dc22615ff49ff1dc2f2f566d5ea9,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6826-15030-1_png.rf.a6f4dc22615ff49ff1dc2f2f566d5ea9.jpg,.jpg,44642,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6827-15060-1_png.rf.63db0922f1ae9eba579ac3e22fc9e01b,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6827-15060-1_png.rf.63db0922f1ae9eba579ac3e22fc9e01b.jpg,.jpg,47206,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6833-15315-1_png.rf.656916fbd17aa0907e97777188d103fe,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6833-15315-1_png.rf.656916fbd17aa0907e97777188d103fe.jpg,.jpg,42287,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6835-15345-1_png.rf.273287ca48b27dcda0ad628982d45c81,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6835-15345-1_png.rf.273287ca48b27dcda0ad628982d45c81.jpg,.jpg,35758,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6839-15450-1_png.rf.71e7c1fc0650fd5b112263a4673a04e1,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6839-15450-1_png.rf.71e7c1fc0650fd5b112263a4673a04e1.jpg,.jpg,45407,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6840-15450-1_png.rf.af9ebea584f322e8faa588e771d5cd57,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6840-15450-1_png.rf.af9ebea584f322e8faa588e771d5cd57.jpg,.jpg,44245,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6841-15450-1_png.rf.f665c4b1b639d91aaebb4730b85df9ca,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6841-15450-1_png.rf.f665c4b1b639d91aaebb4730b85df9ca.jpg,.jpg,34759,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6842-15675-1_png.rf.c83c79a8e17845d9b92da11c569ebf37,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6842-15675-1_png.rf.c83c79a8e17845d9b92da11c569ebf37.jpg,.jpg,42124,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6845-15750-1_png.rf.2f5ae5cd2f995389f215e8780d7f7261,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6845-15750-1_png.rf.2f5ae5cd2f995389f215e8780d7f7261.jpg,.jpg,43146,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6848-15780-1_png.rf.6a09c55749bfd939b14599713db0f4c4,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6848-15780-1_png.rf.6a09c55749bfd939b14599713db0f4c4.jpg,.jpg,40877,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6849-15780-1_png.rf.7cbbfb51e355b2e4c78f6357fa03f225,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6849-15780-1_png.rf.7cbbfb51e355b2e4c78f6357fa03f225.jpg,.jpg,32555,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6851-15930-1_png.rf.fbeee5a735533fb95f49b25b7e78880b,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6851-15930-1_png.rf.fbeee5a735533fb95f49b25b7e78880b.jpg,.jpg,44321,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6852-15945-1_png.rf.6a0a14c6fd7f6c1c2000b0b56f591238,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6852-15945-1_png.rf.6a0a14c6fd7f6c1c2000b0b56f591238.jpg,.jpg,42148,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6853-15945-1_png.rf.553c2fc216c29db2cb83f9a944c7cb60,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6853-15945-1_png.rf.553c2fc216c29db2cb83f9a944c7cb60.jpg,.jpg,38584,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6854-15975-1_png.rf.9bd205b417b71cb25b0c5de7c2e74635,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6854-15975-1_png.rf.9bd205b417b71cb25b0c5de7c2e74635.jpg,.jpg,32850,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6862-16290-1_png.rf.3cbb80f4c41f9ff2ab7d72465d0ef865,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6862-16290-1_png.rf.3cbb80f4c41f9ff2ab7d72465d0ef865.jpg,.jpg,38023,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6869-16605-1_png.rf.c551ffb820ab747b34112fb7f3437670,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6869-16605-1_png.rf.c551ffb820ab747b34112fb7f3437670.jpg,.jpg,41254,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6874-17205-1_png.rf.cb84cbd7069ae85abc29fd0cbde6383b,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6874-17205-1_png.rf.cb84cbd7069ae85abc29fd0cbde6383b.jpg,.jpg,48042,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6876-17550-1_png.rf.2d905c07fb81f56c2811b7b1c02f60bd,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6876-17550-1_png.rf.2d905c07fb81f56c2811b7b1c02f60bd.jpg,.jpg,45451,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6877-17580-1_png.rf.809a94c53d803172dee43b1992e12a5b,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6877-17580-1_png.rf.809a94c53d803172dee43b1992e12a5b.jpg,.jpg,40043,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6878-17595-1_png.rf.30f99c410dddeeedeedf1fbe04916742,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6878-17595-1_png.rf.30f99c410dddeeedeedf1fbe04916742.jpg,.jpg,41352,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6881-17730-1_png.rf.b28feaf957af0ed9ce4fd06210cf1bbc,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6881-17730-1_png.rf.b28feaf957af0ed9ce4fd06210cf1bbc.jpg,.jpg,42352,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6884-18420-1_png.rf.b82f9202f41619b6826caacd81c03e25,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6884-18420-1_png.rf.b82f9202f41619b6826caacd81c03e25.jpg,.jpg,44433,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6891-18810-1_png.rf.c5da830075b00d33e56ebc38355e4a34,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6891-18810-1_png.rf.c5da830075b00d33e56ebc38355e4a34.jpg,.jpg,43522,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6894-18930-1_png.rf.8634383c0245d8e04a0c35c118bcf088,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6894-18930-1_png.rf.8634383c0245d8e04a0c35c118bcf088.jpg,.jpg,43673,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6895-18945-1_png.rf.62ca16f88ed540f73dff488ce9929a32,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6895-18945-1_png.rf.62ca16f88ed540f73dff488ce9929a32.jpg,.jpg,39376,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6896-18945-1_png.rf.a149e431aaa9822f86b734d09f1b7720,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6896-18945-1_png.rf.a149e431aaa9822f86b734d09f1b7720.jpg,.jpg,41959,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6899-19035-1_png.rf.b660dce5cf5b9168e0465672f3193702,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6899-19035-1_png.rf.b660dce5cf5b9168e0465672f3193702.jpg,.jpg,35902,640,640,RGB,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6900-19050-1_png.rf.05536bff13f93260aeea8faaadc69f3e,data/raw/dataset3_external/train/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6900-19050-1_png.rf.05536bff13f93260aeea8faaadc69f3e.jpg,.jpg,35306,640,640,RGB,True
