split,stem,label_path,line_number,raw_line,fields_count,class_id,class_name,x_center,y_center,bbox_width_norm,bbox_height_norm,bbox_area_norm,x1_norm,y1_norm,x2_norm,y2_norm,parse_error,has_five_fields,is_numeric,class_id_is_integer,class_id_known,coords_in_0_1,positive_width,positive_height,bbox_edges_in_0_1,valid_yolo_row
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6825-15000-1_png.rf.e5755d6d17f395b38b2c493c014da26b,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6825-15000-1_png.rf.e5755d6d17f395b38b2c493c014da26b.txt,1,0 0.63046875 0.43671875 0.11484375 0.07578125,5,0,varroa-mite,0.63046875,0.43671875,0.11484375,0.07578125,0.008703002929687498,0.5730468750000001,0.398828125,0.687890625,0.474609375,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6833-15315-1_png.rf.656916fbd17aa0907e97777188d103fe,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6833-15315-1_png.rf.656916fbd17aa0907e97777188d103fe.txt,1,0 0.225 0.3921875 0.1140625 0.06953125,5,0,varroa-mite,0.225,0.3921875,0.1140625,0.06953125,0.007930908203125,0.16796875,0.357421875,0.28203125,0.42695312500000004,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6835-15345-1_png.rf.273287ca48b27dcda0ad628982d45c81,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6835-15345-1_png.rf.273287ca48b27dcda0ad628982d45c81.txt,1,0 0.55546875 0.4890625 0.13203125 0.08125,5,0,varroa-mite,0.55546875,0.4890625,0.13203125,0.08125,0.0107275390625,0.48945312499999993,0.4484375,0.621484375,0.5296875,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6839-15450-1_png.rf.71e7c1fc0650fd5b112263a4673a04e1,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6839-15450-1_png.rf.71e7c1fc0650fd5b112263a4673a04e1.txt,1,0 0.690625 0.528125 0.1109375 0.06328125,5,0,varroa-mite,0.690625,0.528125,0.1109375,0.06328125,0.007020263671875,0.6351562500000001,0.496484375,0.74609375,0.5597656249999999,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6845-15750-1_png.rf.2f5ae5cd2f995389f215e8780d7f7261,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6845-15750-1_png.rf.2f5ae5cd2f995389f215e8780d7f7261.txt,1,0 0.290625 0.38125 0.14140625 0.05859375,5,0,varroa-mite,0.290625,0.38125,0.14140625,0.05859375,0.0082855224609375,0.21992187500000002,0.351953125,0.361328125,0.410546875,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6848-15780-1_png.rf.6a09c55749bfd939b14599713db0f4c4,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6848-15780-1_png.rf.6a09c55749bfd939b14599713db0f4c4.txt,1,0 0.52578125 0.62890625 0.09375 0.05546875,5,0,varroa-mite,0.52578125,0.62890625,0.09375,0.05546875,0.005200195312499999,0.47890625,0.601171875,0.57265625,0.656640625,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6849-15780-1_png.rf.7cbbfb51e355b2e4c78f6357fa03f225,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6849-15780-1_png.rf.7cbbfb51e355b2e4c78f6357fa03f225.txt,1,0 0.5 0.48125 0.11796875 0.065625,5,0,varroa-mite,0.5,0.48125,0.11796875,0.065625,0.00774169921875,0.441015625,0.4484375,0.558984375,0.5140625,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6851-15930-1_png.rf.fbeee5a735533fb95f49b25b7e78880b,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6851-15930-1_png.rf.fbeee5a735533fb95f49b25b7e78880b.txt,1,0 0.36796875 0.56328125 0.11796875 0.0875,5,0,varroa-mite,0.36796875,0.56328125,0.11796875,0.0875,0.010322265624999999,0.30898437500000003,0.51953125,0.426953125,0.6070312499999999,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6853-15945-1_png.rf.553c2fc216c29db2cb83f9a944c7cb60,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6853-15945-1_png.rf.553c2fc216c29db2cb83f9a944c7cb60.txt,1,0 0.5078125 0.46796875 0.11484375 0.05625,5,0,varroa-mite,0.5078125,0.46796875,0.11484375,0.05625,0.0064599609375,0.450390625,0.43984375,0.565234375,0.49609375,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6862-16290-1_png.rf.3cbb80f4c41f9ff2ab7d72465d0ef865,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6862-16290-1_png.rf.3cbb80f4c41f9ff2ab7d72465d0ef865.txt,1,0 0.7 0.5984375 0.14765625 0.0765625,5,0,varroa-mite,0.7,0.5984375,0.14765625,0.0765625,0.011304931640625,0.6261718749999999,0.5601562499999999,0.773828125,0.63671875,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6869-16605-1_png.rf.c551ffb820ab747b34112fb7f3437670,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6869-16605-1_png.rf.c551ffb820ab747b34112fb7f3437670.txt,1,0 0.80703125 0.4125 0.065625 0.059375,5,0,varroa-mite,0.80703125,0.4125,0.065625,0.059375,0.0038964843749999998,0.77421875,0.3828125,0.83984375,0.44218749999999996,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6874-17205-1_png.rf.cb84cbd7069ae85abc29fd0cbde6383b,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6874-17205-1_png.rf.cb84cbd7069ae85abc29fd0cbde6383b.txt,1,0 0.53984375 0.56953125 0.121875 0.07578125,5,0,varroa-mite,0.53984375,0.56953125,0.121875,0.07578125,0.00923583984375,0.47890625,0.5316406250000001,0.6007812499999999,0.607421875,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6877-17580-1_png.rf.809a94c53d803172dee43b1992e12a5b,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6877-17580-1_png.rf.809a94c53d803172dee43b1992e12a5b.txt,1,0 0.44765625 0.534375 0.11796875 0.06171875,5,0,varroa-mite,0.44765625,0.534375,0.11796875,0.06171875,0.0072808837890625,0.388671875,0.503515625,0.506640625,0.5652343750000001,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6878-17595-1_png.rf.30f99c410dddeeedeedf1fbe04916742,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6878-17595-1_png.rf.30f99c410dddeeedeedf1fbe04916742.txt,1,0 0.63359375 0.440625 0.13515625 0.07578125,5,0,varroa-mite,0.63359375,0.440625,0.13515625,0.07578125,0.0102423095703125,0.5660156249999999,0.402734375,0.701171875,0.478515625,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6881-17730-1_png.rf.b28feaf957af0ed9ce4fd06210cf1bbc,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6881-17730-1_png.rf.b28feaf957af0ed9ce4fd06210cf1bbc.txt,1,0 0.375 0.5984375 0.1109375 0.06171875,5,0,varroa-mite,0.375,0.5984375,0.1109375,0.06171875,0.0068469238281249995,0.31953125,0.5675781249999999,0.43046875,0.629296875,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6884-18420-1_png.rf.b82f9202f41619b6826caacd81c03e25,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6884-18420-1_png.rf.b82f9202f41619b6826caacd81c03e25.txt,1,0 0.359375 0.5609375 0.15390625 0.0609375,5,0,varroa-mite,0.359375,0.5609375,0.15390625,0.0609375,0.009378662109375,0.282421875,0.5304687499999999,0.436328125,0.59140625,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6894-18930-1_png.rf.8634383c0245d8e04a0c35c118bcf088,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6894-18930-1_png.rf.8634383c0245d8e04a0c35c118bcf088.txt,1,0 0.3578125 0.38203125 0.0765625 0.0453125,5,0,varroa-mite,0.3578125,0.38203125,0.0765625,0.0453125,0.00346923828125,0.31953125,0.359375,0.39609374999999997,0.4046875,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6895-18945-1_png.rf.62ca16f88ed540f73dff488ce9929a32,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6895-18945-1_png.rf.62ca16f88ed540f73dff488ce9929a32.txt,1,0 0.7734375 0.5671875 0.15859375 0.07265625,5,0,varroa-mite,0.7734375,0.5671875,0.15859375,0.07265625,0.011522827148437501,0.694140625,0.5308593749999999,0.852734375,0.603515625,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6911-19590-1_png.rf.96de5aa0b4959cb637b0c3973f795e42,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6911-19590-1_png.rf.96de5aa0b4959cb637b0c3973f795e42.txt,1,0 0.60078125 0.61171875 0.13203125 0.0578125,5,0,varroa-mite,0.60078125,0.61171875,0.13203125,0.0578125,0.007633056640625,0.534765625,0.5828125,0.6667968750000001,0.640625,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6911-19590-1_png.rf.96de5aa0b4959cb637b0c3973f795e42,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6911-19590-1_png.rf.96de5aa0b4959cb637b0c3973f795e42.txt,2,0 0.1859375 0.63671875 0.08671875 0.06328125,5,0,varroa-mite,0.1859375,0.63671875,0.08671875,0.06328125,0.0054876708984375,0.142578125,0.605078125,0.229296875,0.668359375,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6912-19800-1_png.rf.7217163b2ad88431307556833627329a,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6912-19800-1_png.rf.7217163b2ad88431307556833627329a.txt,1,0 0.2859375 0.39765625 0.1328125 0.0625,5,0,varroa-mite,0.2859375,0.39765625,0.1328125,0.0625,0.00830078125,0.21953125,0.36640625,0.35234375,0.42890625,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6913-19890-1_png.rf.f7cdad75be618263fd68de5dbf0bb2b9,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6913-19890-1_png.rf.f7cdad75be618263fd68de5dbf0bb2b9.txt,1,0 0.6421875 0.57265625 0.0953125 0.05703125,5,0,varroa-mite,0.6421875,0.57265625,0.0953125,0.05703125,0.005435791015624999,0.5945312500000001,0.5441406249999999,0.68984375,0.601171875,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6915-20010-1_png.rf.2692c8605b31e2f12477602834fe86ab,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6915-20010-1_png.rf.2692c8605b31e2f12477602834fe86ab.txt,1,0 0.25625 0.42265625 0.12578125 0.07578125,5,0,varroa-mite,0.25625,0.42265625,0.12578125,0.07578125,0.009531860351562501,0.19335937499999997,0.384765625,0.31914062499999996,0.460546875,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6920-20250-1_png.rf.ace4a3a098ae824ae343f6af97efe950,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6920-20250-1_png.rf.ace4a3a098ae824ae343f6af97efe950.txt,1,0 0.75625 0.59921875 0.09296875 0.065625,5,0,varroa-mite,0.75625,0.59921875,0.09296875,0.065625,0.0061010742187500005,0.709765625,0.56640625,0.802734375,0.63203125,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6922-20325-1_png.rf.fc7e02f4dc565a3bc0d326214f19d712,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6922-20325-1_png.rf.fc7e02f4dc565a3bc0d326214f19d712.txt,1,0 0.7 0.55859375 0.1078125 0.10546875,5,0,varroa-mite,0.7,0.55859375,0.1078125,0.10546875,0.011370849609375,0.6460937499999999,0.505859375,0.75390625,0.611328125,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6930-20760-1_png.rf.93809eb8c395d8ec7b1c63c3ab0f7d6a,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6930-20760-1_png.rf.93809eb8c395d8ec7b1c63c3ab0f7d6a.txt,1,0 0.5625 0.4546875 0.090625 0.059375,5,0,varroa-mite,0.5625,0.4546875,0.090625,0.059375,0.005380859375,0.5171875,0.42500000000000004,0.6078125,0.484375,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6934-20880-1_png.rf.bd311a24b880cbb6153c3334b638f3d3,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6934-20880-1_png.rf.bd311a24b880cbb6153c3334b638f3d3.txt,1,0 0.4 0.42578125 0.13046875 0.0828125,5,0,varroa-mite,0.4,0.42578125,0.13046875,0.0828125,0.010804443359374999,0.334765625,0.384375,0.46523437500000003,0.4671875,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6935-20895-1_png.rf.677c72ecc083f483e5a0c485afd5412a,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6935-20895-1_png.rf.677c72ecc083f483e5a0c485afd5412a.txt,1,0 0.47734375 0.3640625 0.121875 0.06171875,5,0,varroa-mite,0.47734375,0.3640625,0.121875,0.06171875,0.0075219726562500006,0.41640625000000003,0.333203125,0.53828125,0.39492187500000003,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6949-21240-1_png.rf.c2d4a110b74e05c24c374391fc90db49,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6949-21240-1_png.rf.c2d4a110b74e05c24c374391fc90db49.txt,1,0 0.2046875 0.47109375 0.13203125 0.0734375,5,0,varroa-mite,0.2046875,0.47109375,0.13203125,0.0734375,0.009696044921874999,0.138671875,0.43437499999999996,0.270703125,0.5078125,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6950-21255-1_png.rf.b9233017832d3a787011703f9abf8635,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6950-21255-1_png.rf.b9233017832d3a787011703f9abf8635.txt,1,0 0.75859375 0.5859375 0.09375 0.06171875,5,0,varroa-mite,0.75859375,0.5859375,0.09375,0.06171875,0.005786132812500001,0.71171875,0.555078125,0.80546875,0.616796875,,True,True,True,True,True,True,True,True,True
train,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6972-21975-1_png.rf.147e52afe4faabbc06ef59e291b46db7,data/raw/dataset3_external/train/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6972-21975-1_png.rf.147e52afe4faabbc06ef59e291b46db7.txt,1,0 0.67734375 0.440625 0.090625 0.059375,5,0,varroa-mite,0.67734375,0.440625,0.090625,0.059375,0.005380859375,0.63203125,0.4109375,0.72265625,0.47031249999999997,,True,True,True,True,True,True,True,True,True
